Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201300727,IDP000052327,,(PA) Diberi Paten,2014/01991,19 Jun 2014,18 Sep 2013,18 Sep 2013,"2012-225383 10 Oct 2012 JP
","B62J 17/00,B62J 23/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201502382,IDP000065012,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2016/05837,21 Oct 2016,22 Apr 2015,22 Apr 2015,"2014-128153 23 Jun 2014 JP
",F16H 61/00,"HONDA MOTOR CO., LTD."
P00201000588,IDP000042631,,(PA) Diberi Paten,051.1481,24 Mar 2011,07 Sep 2010,07 Sep 2010,"2009-217317 18 Sep 2009 JP
","B62J 6/18,B62J 9/00","Honda Motor Co., Ltd."
P00201505673,,-,(PA) Dianggap Ditarik Kembali (Direktur),2017/01330,24 Feb 2017,,-,"2014-190684 19 Sep 2014 JP
",H05K 5/03,"HONDA MOTOR CO., LTD."
P00201405768,IDP000051977,,(PA) Diberi Paten,2015/04670,23 Oct 2015,25 Sep 2014,25 Sep 2014,"2013-202974 30 Sep 2013 JP
",H02K 1/22,"HONDA MOTOR CO., LTD."
P00201403601,IDP000047105,,(PA) Diberi Paten,2015/04085,11 Sep 2015,19 Jun 2014,17 Dec 2012,"2011-279301 21 Dec 2011 JP
","B62J 11/00,B62J 23/00,B62J 37/00,B62K 11/10,B62M 7/02","HONDA MOTOR CO., LTD."
P00201300303,IDP000063938,,(PA) Diberi Paten,2014/04102,23 Oct 2014,22 Apr 2013,22 Apr 2013,"2012-100126 25 Apr 2012 JP
","B62J 15/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201100144,IDP000035426,,(PA) Dihapuskan,051.4629,06 Oct 2011,01 Mar 2011,01 Mar 2011,"2010-084012 31 Mar 2010 JP
","B60W 10/06,B60W 10/18","HONDA MOTOR CO., LTD."
P00201300729,IDP000047676,,(PA) Diberi Paten,2014/04142,23 Oct 2014,18 Sep 2013,18 Sep 2013,"2012-218211 28 Sep 2012 JP
","F01M 1/02,F02F 1/20","HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201701946,IDP000065863,,(PA) Diberi Paten,2017/13723,29 Dec 2017,27 Mar 2017,29 Aug 2014,"- - -
","B60K 15/035,B62D 25/20","HONDA MOTOR CO., LTD."
P00201701947,IDP000063268,,(PA) Diberi Paten,2017/13724,29 Dec 2017,27 Mar 2017,27 Mar 2017,"2016-064823 29 Mar 2016 JP
",B62J 6/02,"HONDA MOTOR CO., LTD."
P00201506062,IDP000067213,,(PA) Diberi Paten,2016/06178,18 Nov 2016,28 Sep 2015,28 Sep 2015,"2014-202698 30 Sep 2014 JP
","B62J 23/00,B62J 3/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201406549,IDP000049690,,(PA) Menunggu Respon Dihapuskan,2016/02722,08 Apr 2016,24 Oct 2014,11 Jan 2013,"2012-101520 26 Apr 2012 JP
","B23B 39/18,B23B 49/00,B23Q 41/02,B23Q 7/14","HONDA MOTOR CO., LTD."
P00201601075,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2017/05100,19 May 2017,,-,"2015-059969 23 Mar 2015 JP
","F02D 11/10,F02D 9/02,F02P 15/00","HONDA MOTOR CO., LTD."
P00201405367,IDP000046197,,(PA) Diberi Paten,2016/02237,01 Apr 2016,09 Sep 2014,09 Sep 2014,"2013-205995 30 Sep 2013 JP
","B60N 2/42,B62J 1/10","HONDA MOTOR CO., LTD."
P00201407754,IDP000054488,,(PA) Diberi Paten,2016/03486,20 May 2016,10 Dec 2014,06 Jul 2012,"- - -
","F16G 1/21,F16G 1/22,F16H 55/56","HONDA MOTOR CO., LTD."
P00201408299,IDP000057515,,(PA) Diberi Paten,2016/04267,01 Jul 2016,30 Dec 2014,10 May 2013,"2012-150458 04 Jul 2012 JP
",B60J 5/10,"HONDA MOTOR CO., LTD."
P00201000202,IDP000039693,,(PA) Diberi Paten,050.3734,07 Oct 2010,12 Mar 2010,12 Mar 2010,"2009-087238 31 Mar 2009 JP
","F01P 3/02,F01P 7/16,F02B 57/00,F02F 1/36","HONDA MOTOR CO., LTD."
P00201405338,IDP000045719,,(PA) Menunggu Respon Dihapuskan,2015/04231,25 Sep 2015,08 Sep 2014,08 Feb 2013,"2012-063874 21 Mar 2012 JP
","B62K 19/38,B62J 99/00","HONDA MOTOR CO., LTD."
P00201000601,IDP000040262,,(PA) Diberi Paten,051.1526,31 Mar 2011,23 Sep 2010,23 Sep 2010,"2009-227597 30 Sep 2009 JP
","B62D 11/12,B62D 3/00,B62D 5/14,B62K 11/00,F16H 35/00","HONDA MOTOR CO., LTD."
P00201100294,IDP000039749,,(PA) Diberi Paten,051.5273,08 Dec 2011,25 May 2011,25 May 2011,"2010-123427 28 May 2010 JP
","B62J 1/12,B62J 15/00,B62J 15/04,B62J 6/04,B62J 9/00","HONDA MOTOR CO., LTD."
P00201502182,IDP000052009,,(PA) Dihapuskan,2017/02442,17 Mar 2017,14 Apr 2015,14 Apr 2015,"2014-087719 21 Apr 2014 JP
","A47C 7/46,B60N 2/66,F16C 1/12,F16H 25/20","HONDA MOTOR CO., LTD."
P00201407815,IDP000066826,,(PA) Diberi Paten,2016/02154,01 Apr 2016,12 Dec 2014,12 Dec 2014,"2013-264359 20 Dec 2013 JP
","F01M 11/03,F01M 11/12,F01M 5/00,F01P 11/08","HONDA MOTOR CO., LTD."
P00201200017,IDP000036589,,(PA) Diberi Paten,2012/03223,26 Jul 2012,16 Jan 2012,16 Jan 2012,"2011-009507 20 Jan 2011 JP
","B62J 6/02,F21S 8/12","HONDA MOTOR CO., LTD."
P00201200134,IDP000039126,,(PA) Diberi Paten,2012/04142,27 Sep 2012,27 Feb 2012,27 Feb 2012,"2011-065236 24 Mar 2011 JP
",F01M 13/04,"HONDA MOTOR CO., LTD."
P00201503886,IDP000055595,,(PA) Diberi Paten,2017/02603,17 Mar 2017,25 Jun 2015,25 Jun 2015,"2014-136307 01 Jul 2014 JP
","B60W 40/04,G08G 1/01,G08G 1/13","HONDA MOTOR CO., LTD"
P00201503986,,-,(PA) Ditarik Kembali oleh Pemohon,2017/02571,17 Mar 2017,,-,"2012-270479 11 Dec 2012 JP
","A61G 3/02,B60P 1/36,B60P 1/43,B60P 3/00","HONDA MOTOR CO., LTD."
P00201502355,IDP000065011,,(PA) Diberi Paten,2016/05620,14 Oct 2016,21 Apr 2015,21 Apr 2015,"2014-089135 23 Apr 2014 JP
",F16H 57/04,"HONDA MOTOR CO., LTD."
P00201100183,IDP000040007,,(PA) Diberi Paten,051.4670,06 Oct 2011,25 Mar 2011,25 Mar 2011,"2010-077376 30 Mar 2010 JP
",F01L 13/00,"HONDA MOTOR CO., LTD."
P00201503213,IDP000053463,,(PA) Diberi Paten,2016/03978,17 Jun 2016,29 May 2015,19 Jun 2013,"2012-239161 30 Oct 2012 JP
","B62K 11/10,B62K 19/20","HONDA MOTOR CO., LTD."
P00201200882,IDP000042578,,(PA) Masa Tenggang Dihapuskan,2013/01709,30 May 2013,19 Oct 2012,19 Oct 2012,"2011-261856 30 Nov 2011 JP
","B60Q 1/04,B60Q 1/18,B62J 6/00","HONDA MOTOR CO., LTD."
P00201200249,IDP000042567,,(PA) Diberi Paten,2012/04326,25 Oct 2012,02 Apr 2012,02 Apr 2012,"2011-082958 04 Apr 2011 JP
","B62J 6/02,B62K 11/02,B62K 19/40","HONDA MOTOR CO., LTD."
P00201200132,IDP000055180,,(PA) Diberi Paten,2012/04206,25 Oct 2012,27 Feb 2012,27 Feb 2012,"2011-075429 30 Mar 2011 JP
","F02F 1/24,F02F 1/32","HONDA MOTOR CO., LTD."
P00201701858,IDP000069643,,(PA) Diberi Paten,2017/13700,15 Dec 2017,23 Mar 2017,23 Mar 2017,"2016-068298 30 Mar 2016 JP
","F02B 31/00,F02F 1/24,F02F 1/42","HONDA MOTOR CO., LTD."
P00201400374,IDP000054730,,(PA) Diberi Paten,2015/01471,24 Apr 2015,22 Jan 2014,22 Jan 2014,"2013-031670 21 Feb 2013 JP
","B60Q 1/14,F21S 8/10","HONDA MOTOR CO., LTD"
P00201403191,IDP000061537,,(PA) Diberi Paten,2015/05664,21 Dec 2015,02 Jun 2014,27 Nov 2012,"2011-265127 02 Dec 2011 JP
","B62K 19/20,B62K 25/20","HONDA MOTOR CO., LTD."
P00201200353,IDP000041355,,(PA) Diberi Paten,2013/01837,30 May 2013,09 May 2012,09 May 2012,"2011-113356 20 May 2011 JP
","B62M 7/02,F01N 13/00,F01N 13/08","HONDA MOTOR CO., LTD."
P00201408300,IDP000063371,,(PA) Diberi Paten,2016/02054,25 Mar 2016,30 Dec 2014,10 May 2013,"2012-150419 04 Jul 2012 JP
",B60J 5/10,"HONDA MOTOR CO., LTD."
P00201200062,,-,(PA) Ditarik Kembali oleh Pemohon,2012/03752,30 Aug 2012,,-,"2011-025493 08 Feb 2011 JP
","B60H 1/00,B60K 1/00","HONDA MOTOR CO., LTD."
P00201300441,IDP000043268,,(PA) Diberi Paten,2014/01198,08 May 2014,14 Jun 2013,14 Jun 2013,"2012-141346 22 Jun 2012 JP
","B60K 11/06,B60K 7/00,F01P 1/02,F01P 5/06","HONDA MOTOR CO., LTD."
P00201601747,IDP000067241,,(PA) Diberi Paten,2017/05439,26 May 2017,16 Mar 2016,27 May 2014,"2013-177804 29 Aug 2013 JP
","B60L 3/04,B60T 11/06,B60T 7/04,B60T 7/06,B62J 25/00,B62K 19/38,B62L 3/00,G05G 1/30","HONDA MOTOR CO., LTD."
P00201600568,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,-,12 May 2017,,-,"2013-256214 11 Dec 2013 JP
","A01M 7/00,B05B 9/08","HONDA MOTOR CO., LTD."
P00201500233,IDP000063412,,(PA) Diberi Paten,2016/04471,22 Jul 2016,15 Jan 2015,15 Jan 2015,"2014-007374 20 Jan 2014 JP
","B62J 99/00,F02M 35/024,F02M 35/16","HONDA MOTOR CO.,LTD."
P00201404025,IDP000053803,,(PA) Diberi Paten,2016/01859,25 Mar 2016,02 Jul 2014,02 Jul 2014,"2013-173707 23 Aug 2013 JP
","B62J 37/00,F02M 37/00,F02M 69/00,F02M 69/04","HONDA MOTOR CO., LTD."
P00201100562,IDP000037153,,(PA) Diberi Paten,2012/01113,08 Mar 2012,26 Sep 2011,26 Sep 2011,"2010-218714 29 Sep 2010 JP
","B60C 11/00,B60C 13/00,B60C 9/06","HONDA MOTOR CO., LTD."
P00201300500,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2014/04033,23 Oct 2014,,-,"2012-177255 09 Aug 2011 JP
",B01D 24/00,"HONDA MOTOR CO., LTD."
P00201300743,IDP000064124,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2014/02113,03 Jul 2014,20 Sep 2013,20 Sep 2013,"2012-229651 17 Oct 2012 JP
",B62J 17/00,"HONDA MOTOR CO.,LTD."
P00201200736,IDP000054638,,(PA) Diberi Paten,2013/01812,30 May 2013,14 Sep 2012,14 Sep 2012,"2011-204641 20 Sep 2011 JP
","B62J 17/04,B62J 23/00","HONDA MOTOR CO., LTD."
P00201200079,IDP000040327,,(PA) Diberi Paten,2012/03768,30 Aug 2012,10 Feb 2012,10 Feb 2012,"2011-032988 18 Feb 2011 JP
","B62M 11/00,F16H 63/00","HONDA MOTOR CO., LTD."
P00201403600,IDP000047050,,(PA) Diberi Paten,2015/04003,11 Sep 2015,19 Jun 2014,15 Oct 2012,"2011-279286 21 Dec 2011 JP
","B62J 17/06,B62J 23/00,B62J 6/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201403603,IDP000063907,,(PA) Diberi Paten,2016/04327,15 Jul 2016,19 Jun 2014,19 Jun 2014,"2013-136929 28 Jun 2013 JP
","F16H 61/28,F16H 63/18,F16H 63/30","HONDA MOTOR CO., LTD."
P00201504957,IDP000054417,,(PA) Menunggu Respon Dihapuskan,2016/06642,09 Dec 2016,13 Aug 2015,03 Feb 2014,"2013-028948 18 Feb 2013 JP
","F16H 59/42,F16H 59/44,F16H 61/662","HONDA MOTOR CO.,LTD."
P00201406208,IDP000052688,,(PA) Menunggu Respon Dihapuskan,2016/03278,29 Apr 2016,14 Oct 2014,08 Feb 2013,"2012-075546 29 Mar 2012 JP
","B62J 6/02,F21S 8/10,F21S 8/12,F21W 101/10,F21Y 101/02","HONDA MOTOR CO., LTD."
P00201608691,IDP000057644,,(PA) Menunggu Respon Dihapuskan,2018/01578,16 Feb 2018,16 Dec 2016,16 Dec 2016,"2016-001252 06 Jan 2016 JP
","F02B 23/00,F02B 31/00,F02B 31/04,F02D 13/02,F02D 41/00,F02D 43/00,F02F 1/42","HONDA MOTOR CO., LTD."
P00201300190,IDP000051007,,(PA) Diberi Paten,2014/00033,09 Jan 2014,20 Mar 2013,20 Mar 2013,"2012-080062 30 Mar 2012 JP
","F02D 29/02,F02D 41/04,F02D 41/20,F02D 45/00","HONDA MOTOR CO., LTD."
P00201400413,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2015/00932,20 Mar 2015,,-,"- - -
","B24B 5/42,F16C 3/10","HONDA MOTOR CO., LTD."
P00201200561,IDP000046460,,(PA) Diberi Paten,2013/00651,28 Mar 2013,13 Jul 2012,13 Jul 2012,"2011-185391 28 Aug 2011 JP
","B62J 17/00,B62J 23/00,F01P 1/00","HONDA MOTOR CO., LTD."
P00201100185,IDP000038801,,(PA) Diberi Paten,051.4723,20 Oct 2011,25 Mar 2011,25 Mar 2011,"2010-081100 31 Mar 2010 JP
","B60K 17/00,H05K 13/04","HONDA MOTOR CO., LTD."
P00201502015,IDP000062607,,(PA) Diberi Paten,2017/02923,24 Mar 2017,07 Apr 2015,13 Sep 2013,"2012-259727 28 Nov 2012 JP
",H01H 25/06,"HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201200018,IDP000038895,,(PA) Diberi Paten,2012/04012,27 Sep 2012,16 Jan 2012,16 Jan 2012,"2011-026670 10 Feb 2011 JP
",F16J 10/00,"HONDA MOTOR CO., LTD."
P00201600413,IDP000072911,,(PA) Pembuatan Sertifikat,2017/04656,05 May 2017,21 Jan 2016,16 Jun 2014,"2013-141900 05 Jul 2013 JP
","B60K 37/00,B60N 2/58,B60R 13/02,B62D 1/06,D06N 3/14","HONDA MOTOR CO., LTD."
P00201405067,IDP000060913,,(PA) Diberi Paten,2016/01023,11 Mar 2016,26 Aug 2014,26 Aug 2014,"2013-180731 30 Aug 2013 JP
","B62J 23/00,B62J 25/00","HONDA MOTOR CO., LTD."
P00201405601,IDP000048539,,(PA) Diberi Paten,2015/04920,06 Nov 2015,19 Sep 2014,19 Sep 2014,"2013-201622 27 Sep 2013 JP
",F16H 61/14,"HONDA MOTOR CO., LTD."
P00201200103,IDP000042388,,(PA) Diberi Paten,2012/04222,25 Oct 2012,20 Feb 2012,20 Feb 2012,"2011-044799 02 Mar 2011 JP
","F02D 9/08,F02D 9/10","HONDA MOTOR CO., LTD."
P00201300203,IDP000052802,,(PA) Diberi Paten,2014/04037,23 Oct 2014,21 Mar 2013,21 Mar 2013,"2012-070673 27 Mar 2012 JP
",F01N 3/28,"HONDA MOTOR CO., LTD."
P00201300284,IDP000061250,,(PA) Diberi Paten,2014/03904,09 Oct 2014,16 Apr 2013,16 Apr 2013,"2012-096484 20 Apr 2012 JP
","B62J 39/00,B62J 6/02","HONDA MOTOR CO., LTD."
P00201602426,IDP000061808,,(PA) Diberi Paten,2017/05496,26 May 2017,12 Apr 2016,25 Sep 2014,"2013-197891 25 Sep 2013 JP
","B29C 49/04,B29C 49/20,B29C 49/22,B29C 49/48,B29C 65/20,B60K 15/03,F02M 37/00","HONDA MOTOR CO., LTD."
P00201100765,IDP000044265,,(PA) Menunggu Respon Dihapuskan,2012/02681,28 Jun 2012,28 Nov 2011,28 Nov 2011,"2010-266900 30 Nov 2010 JP
","B62J 17/02,B62J 17/06,B62K 11/10","HONDA MOTOR CO., LTD."
P00201000582,IDP000034336,,(PA) Dihapuskan,051.1517,31 Mar 2011,06 Sep 2010,06 Sep 2010,"2009-221467 25 Sep 2009 JP
",B62K 25/10,"HONDA MOTOR CO., LTD."
P00201505923,IDP000060608,,(PA) Diberi Paten,2017/08319,04 Aug 2017,22 Sep 2015,22 Sep 2015,"2014-201208 30 Sep 2014 JP
","B62J 23/00,B62J 99/00,B62K 11/04,B62M 7/02","HONDA MOTOR CO., LTD."
P00201100513,IDP000046407,,(PA) Diberi Paten,2012/00999,01 Mar 2012,24 Aug 2011,24 Aug 2011,"2010-190831 27 Aug 2010 JP
","F16H 9/12,F16H 9/18","HONDA MOTOR CO., LTD."
P00201100542,IDP000037831,,(PA) Diberi Paten,2012/01496,22 Mar 2012,16 Sep 2011,16 Sep 2011,"2010-210498 21 Sep 2010 JP
",F16H 3/08,"HONDA MOTOR CO., LTD."
P00201100652,IDP000038881,,(PA) Diberi Paten,2012/02332,10 May 2012,31 Oct 2011,31 Oct 2011,"2010-248480 05 Nov 2010 JP
","B60T 8/172,B60T 8/1761,B62L 1/00,B62L 3/02","HONDA MOTOR CO., LTD."
P00201401599,IDP000047169,,(PA) Diberi Paten,2015/00089,29 Jan 2015,20 Mar 2014,20 Mar 2014,"2013-074426 29 Mar 2013 JP
",H02P 9/04,"HONDA MOTOR CO., LTD."
P00201300353,IDP000056074,,(PA) Diberi Paten,2013/04786,02 Jan 2014,10 May 2013,10 May 2013,"2012-123394 30 May 2012 JP
","B62J 17/06,B62J 23/00,B62J 35/00","HONDA MOTOR CO., LTD."
P00201406261,IDP000050012,,(PA) Diberi Paten,2016/03431,13 May 2016,16 Oct 2014,16 Oct 2014,"2013-217595 18 Oct 2013 JP
","B60T 17/04,B62J 9/00,B62K 19/38,B62L 3/06","HONDA MOTOR CO., LTD."
P00201505600,IDP000063073,,(PA) Diberi Paten,2017/01190,17 Feb 2017,10 Dec 2013,10 Dec 2013,"2013-046997 08 Mar 2013 JP
","B60L 11/00,B60L 9/00","HONDA MOTOR CO., LTD."
P00201505722,IDP000053914,,(PA) Diberi Paten,2017/07608,21 Jul 2017,15 Sep 2015,15 Sep 2015,"2014-199081 29 Sep 2014 JP
","B62J 35/00,B62J 37/00,B62K 11/04","HONDA MOTOR CO., LTD."
P00201401547,IDP000054321,,(PA) Diberi Paten,2015/00088,29 Jan 2015,17 Mar 2014,17 Mar 2014,"2013-060748 22 Mar 2013 JP
","B01B 1/08,B01D 8/00,C02F 1/02,F01N 5/02,F02B 63/06","Honda Motor Co., Ltd."
P00201600638,IDP000065511,,(PA) Diberi Paten,2017/04740,05 May 2017,29 Jan 2016,22 Apr 2014,"2013-155637 26 Jul 2013 JP
","F16H 61/00,F16H 61/02,F16H 61/12,F16H 61/662","HONDA MOTOR CO., LTD."
P00201000809,IDP000044949,,(PA) Menunggu Respon Dihapuskan,051.2666,16 Jun 2011,01 Dec 2010,01 Dec 2010,"2009-281586 11 Dec 2009 JP
",G01D 11/24,"HONDA MOTOR CO., LTD."
P00201100023,IDP000039417,,(PA) Diberi Paten,051.3727,11 Aug 2011,14 Jan 2011,14 Jan 2011,"2010-022793 04 Feb 2010 JP
",F16H 63/30,"HONDA MOTOR CO., LTD."
P00201502782,IDP000059143,,(PA) Diberi Paten,2017/00004,06 Jan 2017,08 May 2015,30 Nov 2012,"- - -
","B60Q 1/04,B62J 6/02,F21S 8/10",HONDA MOTOR COMPANY LIMITED
P00201503333,IDP000054033,,(PA) Diberi Paten,2016/04011,17 Jun 2016,04 Jun 2015,25 Dec 2013,"2012-287431 28 Dec 2012 JP
","B23K 31/02,B23K 37/02,B23K 37/04,B23P 21/00,B62D 65/02,G01B 11/14","HONDA MOTOR CO., LTD."
P00201300290,IDP000046777,,(PA) Diberi Paten,2014/04343,06 Nov 2014,18 Apr 2013,18 Apr 2013,"2012-101628 26 Apr 2012 JP
","B62J 23/00,B62J 25/00","HONDA MOTOR CO., LTD."
P00201401494,IDP000055859,,(PA) Diberi Paten,2015/00077,29 Jan 2015,14 Mar 2014,14 Mar 2014,"2013-053815 15 Mar 2013 JP
","B23K 11/00,B23K 11/06","HONDA MOTOR CO., LTD."
P00201600891,IDP000060646,,(PA) Diberi Paten,2017/04852,12 May 2017,11 Feb 2016,11 Feb 2016,"2015-061855 25 Mar 2015 JP
",G01P 1/02,"HONDA MOTOR CO., LTD."
P00201300323,IDP000043744,,(PA) Diberi Paten,2013/04353,28 Nov 2013,29 Apr 2013,29 Apr 2013,"2012-114427 18 May 2012 JP
","F01N 13/00,F01N 13/08,F01N 13/14","HONDA MOTOR CO., LTD."
P00201304520,,-,(PA) Ditarik Kembali oleh Pemohon,2014/03678,25 Sep 2014,,-,"2012-249145 13 Nov 2012 JP
","B60T 17/04,F16B 2/02","HONDA MOTOR CO., LTD."
P00201304541,IDP000050659,,(PA) Diberi Paten,2014/03468,25 Sep 2014,14 Nov 2013,14 Nov 2013,"2012-263028 30 Nov 2012 JP
","B62J 11/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201400042,,-,(PA) Dianggap Ditarik Kembali (Direktur),2014/05200,30 Dec 2014,,-,"2011-139797 23 Jun 2011 JP
","B60K 6/36,B60K 6/48,B60W 10/02,B60W 10/10,F16H 29/04","HONDA MOTOR CO., LTD."
P00201407313,IDP000048609,,(PA) Diberi Paten,2015/04441,09 Oct 2015,24 Nov 2014,12 Mar 2013,"2012-119945 25 May 2012 JP
","B23Q 3/02,B23Q 3/06,B23Q 3/18,B23Q 39/04,B23Q 7/14","HONDA MOTOR CO., LTD."
P00201601585,IDP000064100,,(PA) Diberi Paten,2017/05264,19 May 2017,08 Mar 2016,08 Mar 2016,"2015-048072 11 Mar 2015 JP
","B60Q 1/32,B60Q 1/34,F21S 8/10","HONDA MOTOR CO., LTD."
P00201000097,IDP000037208,,(PA) Dihapuskan,050.2996,19 Aug 2010,05 Feb 2010,05 Feb 2010,"2009-034012 17 Feb 2009 JP
","B62J 39/00,F02M 35/024,F02M 35/16","HONDA MOTOR CO., LTD."
P00201505124,IDP000055515,,(PA) Diberi Paten,2017/00330,27 Jan 2017,21 Aug 2015,28 Jan 2014,"2013-012991 28 Jan 2013 JP
","A61G 1/06,B60N 99/00,B60P 1/43,B60P 3/00,B65G 69/28","HONDA MOTOR CO., LTD."
P00201602291,IDP000065512,,(PA) Diberi Paten,2017/05687,02 Jun 2017,06 Apr 2016,10 Oct 2013,"- - -
","B60Q 1/00,B60Q 1/04,B62J 6/02,F21S 8/10,F21S 8/12,F21Y 101/02",HONDA MOTOR COMPANY LIMITED
P00201603367,IDP000064646,,(PA) Menunggu Respon Dihapuskan,2017/06101,09 Jun 2017,20 May 2016,29 Nov 2013,"- - -
",B62J 35/00,"HONDA MOTOR CO., LTD."
P00201000158,IDP000039317,,(PA) Diberi Paten,050.3098,16 Sep 2010,25 Feb 2010,25 Feb 2010,"2009-056464 10 Mar 2009 JP
","B62J 99/00,B62J 23/00","HONDA MOTOR CO., LTD."
P00201000168,IDP000037746,,(PA) Diberi Paten,050.3633,30 Sep 2010,03 Mar 2010,03 Mar 2010,"2009-077075 26 Mar 2009 JP
","B60B 21/00,B60C 17/00","HONDA MOTOR CO., LTD."
P00201000175,IDP000036719,,(PA) Dihapuskan,050.3459,23 Sep 2010,05 Mar 2010,05 Mar 2010,"2009-069025 19 Mar 2009 JP
","F16H 3/46,F16H 61/00","HONDA MOTOR CO., LTD."
P00201505123,IDP000055023,,(PA) Diberi Paten,2017/00322,27 Jan 2017,21 Aug 2015,21 Aug 2015,"2014-178916 03 Sep 2014 JP
","B62J 1/12,B62J 9/00","HONDA MOTOR CO., LTD"
P00201403599,IDP000053813,,(PA) Diberi Paten,2015/03414,07 Aug 2015,19 Jun 2014,15 Oct 2012,"2011-279262 21 Dec 2011 JP
","B62J 17/06,B62J 23/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201300633,IDP000052154,,(PA) Diberi Paten,2014/01444,05 Jun 2014,26 Aug 2013,26 Aug 2013,"2012-214865 27 Sep 2012 JP
","B23P 21/00,B62K 11/00,B62M 9/00",HONDA MOTOR CO. LTD.
P00201100153,IDP000038451,,(PA) Dihapuskan,051.4285,15 Sep 2011,08 Mar 2011,08 Mar 2011,"2010-055393 12 Mar 2010 JP
","B60J 5/00,B60Q 1/00","HONDA MOTOR CO., LTD."
P00201500378,IDP000058466,,(PA) Diberi Paten,2017/04504,28 Apr 2017,23 Jan 2015,23 Jan 2015,"2014-012226 27 Jan 2014 JP
","F01M 13/00,F01M 13/04,F02F 7/00","HONDA MOTOR CO., LTD."
P00201300450,IDP000051751,,(PA) Diberi Paten,2014/03467,25 Sep 2014,17 Jun 2013,17 Jun 2013,"2012-154086 09 Jul 2012 JP
","B60T 17/04,B62J 6/18,B62J 99/00,B62K 19/38,B62L 3/02","HONDA MOTOR CO., LTD."
P00201300491,IDP000053119,,(PA) Dihapuskan,2014/01408,05 Jun 2014,03 Jul 2013,03 Jul 2013,"2012-185338 24 Aug 2012 JP
",F02M 35/024,"HONDA MOTOR CO., LTD."
P00201200757,IDP000039378,,(PA) Diberi Paten,2013/00959,28 Mar 2013,24 Sep 2012,24 Sep 2012,"2011-215748 29 Sep 2011 JP
","B62J 17/02,B62J 23/00","HONDA MOTOR CO., LTD."
P00201300192,IDP000049326,,(PA) Diberi Paten,2013/03834,31 Oct 2013,20 Mar 2013,20 Mar 2013,"2012-080975 30 Mar 2012 JP
","F02D 41/00,F02M 59/00,F02M 63/00","HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201300183,IDP000057315,,(PA) Diberi Paten,2014/04335,06 Nov 2014,19 Mar 2013,19 Mar 2013,"2012-063875 21 Mar 2012 JP
",H02J 7/16,"HONDA MOTOR CO., LTD."
P00201300188,IDP000055004,,(PA) Diberi Paten,-,31 Oct 2013,20 Mar 2013,20 Mar 2013,"2012-081990 30 Mar 2012 JP
","F02M 35/10,F02M 69/00","HONDA MOTOR CO., LTD."
P00201000480,IDP000039288,,(PA) Diberi Paten,051.0367,10 Feb 2011,30 Jul 2010,30 Jul 2010,"2009-180889 03 Aug 2009 JP
","B62J 11/00,B62J 23/00,B62K 11/00,B62M 9/08,F16H 9/12","HONDA MOTOR CO., LTD."
P00201000334,IDP000042370,,(PA) Diberi Paten,050.4685,23 Dec 2010,14 May 2010,14 May 2010,"2009-147387 22 Jun 2009 JP
","B62K 11/10,F02D 35/00,F02D 9/00","HONDA MOTOR CO., LTD."
P00201401827,IDP000047252,,(PA) Diberi Paten,2015/05073,13 Nov 2015,28 Mar 2014,26 Feb 2013,"2012-047114 02 Mar 2012 JP
",B62J 11/00,"HONDA MOTOR CO., LTD."
P00201000040,IDP000032855,,(PA) Diberi Paten,050.2871,05 Aug 2010,20 Jan 2010,20 Jan 2010,"2009-020886 30 Jan 2009 JP
","B62J 37/00,F02M 69/04","HONDA MOTOR CO., LTD."
