Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
W00201304791,IDP000039492,,(PA) PAPS - Piutang Lunas,2014/02939,28 Aug 2014,16 Oct 2013,06 Apr 2012,"2011-085725 07 Apr 2011 JP
",H01M 4/04,"NISSAN MOTOR CO., LTD."
W00201200632,IDP000035496,,(PA) Penghapusan,2012/01300,15 Mar 2012,17 Feb 2012,14 Jul 2010,"2009-197734 28 Aug 2009 JP
",H01M 2/20,"NISSAN MOTOR CO., LTD."
W00201300009,IDP000041868,,(PA) Diberi Paten,2013/03355,26 Sep 2013,02 Jan 2013,06 Jun 2011,"2010-130853 08 Jun 2010 JP
","B60J 5/00,E05B 17/00,E05B 65/20","NISSAN MOTOR CO., LTD."
W00201300035,IDP000055263,,(PA) Diberi Paten,2013/02227,27 Jun 2013,04 Jan 2013,29 Mar 2011,"2010-129532 07 Jun 2010 JP
",B62D 25/20,"NISSAN MOTOR CO., LTD."
W00201305470,IDP000048481,,(PA) Diberi Paten,2015/03754,28 Aug 2015,22 Nov 2013,08 Feb 2012,"2011-118665 27 May 2011 JP
",H04B 5/00,"NISSAN MOTOR CO., LTD."
W00201300074,IDP000040549,,(PA) Diberi Paten,2013/02303,27 Jun 2013,07 Jan 2013,08 Jun 2011,"2010-131561 09 Jun 2010 JP
",B60H 1/00,"NISSAN MOTOR CO., LTD."
W00201300586,IDP000042423,,(PA) Diberi Paten,2013/03092,29 Aug 2013,11 Feb 2013,20 Jul 2011,"2010-163747 21 Jul 2010 JP
","H01M 8/04,H01M 8/06,H01M 8/10,H01M 8/24","NISSAN MOTOR CO., LTD."
W00201204278,IDP000039306,,(PA) Diberi Paten,2013/00561,28 Feb 2013,22 Oct 2012,07 Mar 2011,"2010-080737 31 Mar 2010 JP
",H02J 17/00,"NISSAN MOTOR CO., LTD."
W00201304189,,-,(PA) Ditarik Kembali oleh Pemohon,2014/00770,20 Mar 2014,,-,"2011-232879 24 Oct 2011 JP
",B60G 3/18,"NISSAN MOTOR CO., LTD."
W00201303489,,-,(PA) Dianggap Ditarik Kembali (Direktur),2013/04503,28 Nov 2013,,-,"2011-006651 17 Jan 2011 JP
",F16H 61/02,"NISSAN MOTOR CO., LTD."
W00201300036,IDP000057847,,(PA) Diberi Paten,2013/01988,27 Jun 2013,04 Jan 2013,23 May 2011,"2010-130769 08 Jun 2010 JP
","B62D 25/20,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201303715,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02325,17 Jul 2014,,-,"2011-031005 16 Feb 2011 JP
","H01M 10/50,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201305909,,-,(PA) Ditarik Kembali oleh Pemohon,2015/00269,05 Feb 2015,,-,"2011-116707 25 May 2011 JP
",H01M 4/38,"NISSAN MOTOR CO., LTD."
W00201304870,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02375,17 Jul 2014,,-,"2011-085733 07 Apr 2011 JP
",H01M 10/04,"NISSAN MOTOR CO., LTD."
W00201304913,IDP000046557,,(PA) Diberi Paten,2015/05702,21 Dec 2015,23 Oct 2013,13 Feb 2012,"2011-096732 25 Apr 2011 JP
","F02D 45/00,F02P 5/15","NISSAN MOTOR CO.,LTD."
W00201305007,,-,(PA) Ditarik Kembali oleh Pemohon,2014/02473,17 Jul 2014,,-,"2012-067823 23 Mar 2012 JP
","H01M 2/18,H01M 4/04",NISSAN MOTOR CO. LTD.
W00201300037,IDP000037918,,(PA) Diberi Paten,2013/03706,31 Oct 2013,04 Jan 2013,06 Jun 2011,"2010-129558 07 Jun 2010 JP
","B60T 1/10,B60T 13/74","NISSAN MOTOR CO., LTD."
W00201204380,IDP000047918,,(PA) Diberi Paten,2013/00241,28 Feb 2013,25 Oct 2012,26 May 2011,"2010-121145 27 May 2010 JP
",B60L 3/00,"NISSAN MOTOR CO., LTD."
W00201305006,,-,(PA) Ditarik Kembali oleh Pemohon,2014/04844,27 Nov 2014,,-,"2011-085758 07 Apr 2011 JP
",G01B 11/00,"NISSAN MOTOR CO., LTD."
W00201300749,IDP000038479,,(PA) Diberi Paten,2013/02636,25 Jul 2013,04 Aug 2011,04 Aug 2011,"2010-199119 06 Sep 2010 JP
",F16C 35/00,"NISSAN MOTOR CO., LTD."
W00201305261,IDP000060035,,(PA) Diberi Paten,2014/04387,06 Nov 2014,11 Nov 2013,08 Mar 2012,"2011-088727 13 Apr 2011 JP
","B60R 1/00,G06T 1/00,H04N 5/225,H04N 5/232","NISSAN MOTOR CO., LTD."
W00201300367,IDP000038920,,(PA) Diberi Paten,2014/01397,05 Jun 2014,28 Jan 2013,13 May 2011,"2010-150044 30 Jun 2010 JP
","B60L 15/20,B60L 9/18,B60W 10/08,B60W 20/00","NISSAN MOTOR CO., LTD."
W00201305069,,-,(PA) Ditarik Kembali oleh Pemohon,2014/02758,07 Aug 2014,,-,"2011-085753 07 Apr 2011 JP
",H01M 2/18,"NISSAN MOTOR CO., LTD."
W00201305070,,-,(PA) Ditarik Kembali oleh Pemohon,2014/02959,28 Aug 2014,,-,"2011-085746 07 Apr 2011 JP
",H01M 10/04,"NISSAN MOTOR CO., LTD."
W00201305071,,-,(PA) Ditarik Kembali oleh Pemohon,2014/03355,11 Sep 2014,,-,"2011-135534 17 Jun 2011 JP
",F16H 61/08,"NISSAN MOTOR CO.,LTD."
W00201300103,,-,(PA) Ditarik Kembali oleh Pemohon,2015/00592,27 Feb 2015,,-,"2010-133535 11 Jun 2010 JP
","H01T 4/20,H02B 1/20","NISSAN MOTOR CO., LTD."
W00201300209,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2013/03767,31 Oct 2013,,-,"2010-138499 17 Jun 2010 JP
",G01M 3/32,"NISSAN MOTOR CO., LTD."
W00201305208,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/03784,09 Oct 2014,,-,"2011-092962 19 Apr 2011 JP
","H01L 21/336,H01L 27/04,H01L 29/78","NISSAN MOTOR CO., LTD."
W00201300673,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2015/01297,02 Apr 2015,,-,"2010-162738 20 Jul 2010 JP
",G01R 31/36,"NISSAN MOTOR CO., LTD."
W00201301140,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/01813,19 Jun 2014,,-,"2012-028462 13 Feb 2012 JP
","H01M 10/50,H05B 3/20","NISSAN MOTOR CO., LTD"
W00201300674,,-,(PA) Dianggap Ditarik Kembali (Direktur),2013/04868,02 Jan 2014,,-,"2010-172270 30 Jul 2010 JP
",H01M 2/26,"NISSAN MOTOR CO., LTD."
W00201305293,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02414,17 Jul 2014,,-,"2011-104854 10 May 2011 JP
","B60R 16/02,H02G 3/16,H05K 7/08,H05K 7/12","NISSAN MOTOR CO., LTD."
W00201300750,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/03879,09 Oct 2014,,-,"2010-168984 28 Jul 2010 JP
",H01M 4/13,"NISSAN MOTOR CO., LTD"
W00201300258,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00769,26 Feb 2016,,-,"2010-143880 24 Jun 2010 JP
","B23K 11/12,B23K 20/00,B23K 20/10,B23K 20/24","NISSAN MOTOR CO., LTD."
W00201300748,IDP000047711,,(PA) Diberi Paten,2013/02657,25 Jul 2013,20 Feb 2013,06 Sep 2011,"2010-204542 13 Sep 2010 JP
",F16H 41/24,"NISSAN MOTOR CO., LTD."
W00201301051,IDP000054127,,(PA) Diberi Paten,2014/00510,20 Feb 2014,11 Mar 2013,23 May 2012,"2011-118663 27 May 2011 JP
","H01F 38/14,H02J 17/00,H02J 7/00","NISSAN MOTOR CO., LTD."
W00201300631,IDP000038156,,(PA) PAPS - Piutang Lunas,2013/02277,27 Jun 2013,13 Feb 2013,11 Jul 2011,"2010-161605 16 Jul 2010 JP
","H01M 4/13,H01M 10/42","NISSAN MOTOR CO., LTD."
W00201305259,IDP000041113,,(PA) Diberi Paten,2014/04328,06 Nov 2014,11 Nov 2013,20 Feb 2012,"2011-090554 15 Apr 2011 JP
","B60C 23/04,G01L 17/00,G08C 17/00","NISSAN MOTOR CO.,LTD."
W00201305292,IDP000042225,,(PA) Diberi Paten,2014/04914,27 Nov 2014,13 Nov 2013,23 May 2012,"2011-118678 27 May 2011 JP
","B60L 11/18,H02J 17/00,H02J 7/02","NISSAN MOTOR CO., LTD."
W00201300146,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2013/02290,27 Jun 2013,,-,"2010-135652 15 Jun 2010 JP
","B60K 26/02,F16D 48/02","NISSAN MOTOR CO., LTD."
W00201300147,,-,(PA) Ditarik Kembali oleh Pemohon,2013/01874,30 May 2013,,-,"2010-135653 15 Jun 2010 JP
","B60K 26/04,F02D 11/04,F02D 11/10","NISSAN MOTOR CO., LTD"
W00201305724,IDP000057023,,(PA) Diberi Paten,2015/00980,20 Mar 2015,09 Dec 2013,15 Feb 2012,"2011-109145 16 May 2011 JP
",F02D 29/02,"NISSAN MOTOR CO., LTD."
W00201300632,,-,(PA) Ditarik Kembali oleh Pemohon,2014/04854,27 Nov 2014,,-,"2010-166858 26 Jul 2010 JP
","H01M 10/04,H01M 2/22,H01M 2/26,H01M 2/34","NISSAN MOTOR CO., LTD."
W00201305260,IDP000044929,,(PA) Diberi Paten,2014/03605,25 Sep 2014,11 Nov 2013,20 Feb 2012,"2011-110001 17 May 2011 JP
",B60C 23/02,"NISSAN MOTOR CO., LTD."
W00201300366,IDP000045403,,(PA) Diberi Paten,2013/02656,25 Jul 2013,28 Jan 2013,13 May 2011,"2010-150043 30 Jun 2010 JP
","B60L 1/00,B60L 15/00,B60L 7/00,B60L 9/18,B60W 10/08,B60W 20/00","NISSAN MOTOR CO., LTD."
W00201305118,IDP000040356,,(PA) Dihapuskan,2014/03829,09 Oct 2014,01 Nov 2013,06 Apr 2012,"2011-085727 07 Apr 2011 JP
",H01M 4/04,"NISSAN MOTOR CO., LTD."
W00201300107,IDP000043368,,(PA) Diberi Paten,2013/03613,24 Oct 2013,09 Jan 2013,27 May 2011,"2010-134040 11 Jun 2010 JP
","B60R 21/00,B62D 15/02,G06F 17/00","NISSAN MOTOR CO., LTD."
W00201301610,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2013/04915,02 Jan 2014,,-,"2011-208523 26 Sep 2011 JP
","H01M 10/44,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201305161,IDP000041164,,(PA) Diberi Paten,2014/03587,25 Sep 2014,06 Nov 2013,20 Feb 2012,"2011-108053 13 May 2011 JP
","B60C 23/02,B60C 23/04,G01L 17/00,G08C 17/02","NISSAN MOTOR CO.,LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
W00201305162,IDP000042662,,(PA) Diberi Paten,2014/04825,27 Nov 2014,06 Nov 2013,15 Mar 2012,"2011-088122 12 Apr 2011 JP
","F02B 1/10,F02B 17/00","NISSAN MOTOR CO., LTD."
W00201305646,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/04162,23 Oct 2014,,-,"2011-107304 12 May 2011 JP
",C09D 163/00,"NISSAN MOTOR CO., LTD."
W00201305650,,-,(PA) Ditarik Kembali oleh Pemohon,2015/03900,04 Sep 2015,,-,"2011-200308 14 Sep 2011 JP
",H03K 17/16,"NISSAN MOTOR CO., LTD."
W00201300675,,-,(PA) Dianggap Ditarik Kembali (Direktur),2013/02639,25 Jul 2013,,-,"2010-166837 26 Jul 2010 JP
",B60K 15/077,"NISSAN MOTOR CO., LTD."
W00201300789,IDP000049148,,(PA) Diberi Paten,2013/02671,25 Jul 2013,22 Feb 2013,29 Jul 2011,"2010-183645 19 Aug 2010 JP
",G06T 7/00,"NISSAN MOTOR CO., LTD."
W00201200137,IDP000052166,,(PA) Masa Tenggang Dihapuskan,2012/04293,25 Oct 2012,11 Jan 2012,12 Jul 2010,"2009-169010 17 Jul 2009 JP
","B60K 1/04,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201304561,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00858,07 Mar 2016,,-,"2011-085795 07 Apr 2011 JP
",G01B 11/30,"NISSAN MOTOR CO., LTD."
W00201304562,IDP000044566,,(PA) Diberi Paten,2014/02642,07 Aug 2014,02 Oct 2013,15 Feb 2012,"2011-138414 22 Jun 2011 JP
","B60T 7/12,F02M 35/10","NISSAN MOTOR CO., LTD."
W00201304608,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00174,15 Jan 2016,,-,"2011-085757 07 Apr 2011 JP
","H01M 10/04,H01M 2/18","NISSAN MOTOR CO., LTD."
W00201300815,,-,(PA) Dianggap Ditarik Kembali (Formalitas),2013/02676,25 Jul 2013,,-,"2010-197839 03 Sep 2010 JP
",H01M 10/052,"NISSAN MOTOR CO., LTD."
W00201300792,IDP000057848,,(PA) Diberi Paten,2015/00497,20 Feb 2015,22 Feb 2013,30 Aug 2011,"2010-193519 31 Aug 2010 JP
","B23K 20/00,B23K 20/16","NISSAN MOTOR CO., LTD."
W00201305337,IDP000040961,,(PA) Diberi Paten,2014/02323,17 Jul 2014,15 Nov 2013,01 Mar 2012,"2011-110196 17 May 2011 JP
","B60K 1/04,B60R 16/02","NISSAN MOTOR CO., LTD."
W00201202116,IDP000040657,,(PA) PAPS - Piutang Lunas,2012/03885,27 Sep 2012,30 May 2012,15 Dec 2009,"- - -
",F16H 61/02,"NISSAN MOTOR CO., LTD"
W00201300793,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2015/05767,31 Dec 2015,,-,"2010-190797 27 Aug 2010 JP
","H01M 10/04,H01M 10/44,H01M 10/48,H02J 7/02","NISSAN MOTOR CO., LTD."
W00201200280,IDP000038044,,(PA) Masa Tenggang Dihapuskan,2012/03576,30 Aug 2012,20 Jan 2012,13 Jul 2010,"2009-172330 23 Jul 2009 JP
",B62D 35/00,"NISSAN MOTOR CO., LTD."
W00201305336,IDP000049658,,(PA) Diberi Paten,2016/00905,07 Mar 2016,15 Nov 2013,24 Feb 2012,"2011-114605 23 May 2011 JP
",F02N 11/08,"NISSAN MOTOR CO., LTD."
W00201300814,IDP000050956,,(PA) Diberi Paten,2013/03933,14 Nov 2013,25 Feb 2013,03 Aug 2011,"2010-193254 31 Aug 2010 JP
",F16H 61/16,"NISSAN MOTOR CO., LTD."
W00201203128,,-,(PA) Ditarik Kembali oleh Pemohon,2014/00211,06 Feb 2014,,-,"2010-016246 28 Jan 2012 JP
","B60K 26/04,F02D 11/04","NISSAN MOTOR CO., LTD."
W00201304633,,-,(PA) Ditarik Kembali oleh Pemohon,2016/00126,15 Jan 2016,,-,"2011-085751 07 Apr 2011 JP
","H01M 10/04,H01M 2/18,H01M 4/02","NISSAN MOTOR CO., LTD."
W00201304682,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/04936,27 Nov 2014,,-,"2011-085795 07 Apr 2011 JP
","H01M 10/04,H01M 2/18","NISSAN MOTOR CO., LTD."
W00201304686,IDP000039782,,(PA) Diberi Paten,2014/02192,03 Jul 2014,09 Oct 2013,08 Feb 2012,"2011-095331 21 Apr 2011 JP
","B60L 11/18,B60L 5/00,H02J 7/00","NISSAN MOTOR CO., LTD."
W00201304773,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/04982,11 Dec 2014,,-,"2011-085790 07 Apr 2011 JP
","B65H 31/10,H01M 10/04,H01M 6/02","NISSAN MOTOR CO., LTD."
W00201203124,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2013/00181,31 Jan 2013,,-,"2010-016247 28 Jan 2010 JP
",B60K 26/04,"NISSAN MOTOR CO., LTD."
W00201203468,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/01505,05 Jun 2014,,-,"2010-038187 24 Feb 2010 JP
",B60K 26/04,"NISSAN MOTOR CO., LTD."
W00201202115,IDP000036538,,(PA) Penghapusan,2013/00308,28 Feb 2013,30 May 2012,15 Dec 2009,"- - -
","F02D 29/00,F16H 59/14,F16H 61/02,F16H 61/662","NISSAN MOTOR CO., LTD"
P00201501935,IDP000061319,,(PA) Masa Tenggang Dihapuskan,2017/02067,10 Mar 2017,01 Apr 2015,20 Sep 2013,"2012-219084 01 Oct 2012 JP
",B05B 5/04,"KEIO UNIVERSITY
NISSAN MOTOR CO., LTD."
P00201407176,IDP000054070,,(PA) Diberi Paten,2016/02022,25 Mar 2016,19 Nov 2014,14 May 2013,"2012-110525 14 May 2012 JP
","F01P 11/16,F01P 7/16","VALEO SYSTEMES THERMIQUES
NISSAN MOTOR CO., LTD"
P00201602155,IDP000060870,,(PA) Diberi Paten,2017/08738,11 Aug 2017,30 Mar 2016,13 Sep 2013,"- - -
","F16D 3/12,F16F 15/121,F16F 15/123","NISSAN MOTOR CO., LTD.
EXEDY Corporation"
P00201602156,IDP000058089,,(PA) Diberi Paten,2017/05839,02 Jun 2017,30 Mar 2016,13 Sep 2013,"- - -
","F16F 1/12,F16F 15/123","EXEDY Corporation
NISSAN MOTOR CO., LTD."
P00201602486,IDP000060003,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2017/05890,02 Jun 2017,13 Apr 2016,05 Jun 2014,"2013-201370 27 Sep 2013 JP
","B60R 21/045,B62D 25/14","NISSAN MOTOR CO., LTD.
CALSONIC KANSEI CORPORATION"
P00201600466,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/04965,12 May 2017,,-,"2013-196897 24 Sep 2013 JP
",-,"Nissan Motor Co., Ltd
Alpha Corporation"
W00201305458,,-,(PA) Ditarik Kembali oleh Pemohon,2016/01935,25 Mar 2016,,-,"2011-114988 23 May 2011 JP
","H01B 5/02,H01M 4/64,H01M 4/66","NISSAN MOTOR CO., LTD.
KANEKA CORPORATION"
P00201405741,IDP000047214,,(PA) Dihapuskan,2016/01704,18 Mar 2016,24 Sep 2014,27 Mar 2013,"2012-080121 30 Mar 2012 JP
",B60J 5/00,"(2) NISSAN MOTOR CO., LTD
(1) ALPHA CORPORATION"
P00201600800,IDP000061918,,(PA) Diberi Paten,2017/04871,12 May 2017,05 Feb 2016,18 Jul 2014,"2013-166803 09 Aug 2013 JP
","H01M 10/42,H01M 10/44,H01M 10/48,H02J 7/00","HITACHI AUTOMOTIVE SYSTEMS, LTD.
NISSAN MOTOR CO., LTD."
P00201500304,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/04914,26 Aug 2016,,-,"2012-158314 17 Jul 2012 JP
","G01C 21/26,G08G 1/00,G08G 1/09,G09B 29/00,G09B 29/10","THE UNIVERSITY OF TOKYO
NISSAN MOTOR CO., LTD."
P00201600812,IDP000073155,,(PA) Pembuatan Sertifikat,2017/05061,12 May 2017,05 Feb 2016,25 Jul 2014,"2013-166799 09 Aug 2013 JP
","B60L 11/18,B60L 3/00,H01M 10/44,H01M 10/48,H02J 7/00","NISSAN MOTOR CO., LTD.
HITACHI AUTOMOTIVE SYSTEMS, LTD."
P00201600815,IDP000061974,,(PA) Diberi Paten,2017/04905,12 May 2017,05 Feb 2016,25 Jul 2014,"2013-166801 09 Aug 2013 JP
","B60L 11/18,B60L 3/00,H01M 10/44,H01M 10/48,H02J 7/00,H02J 7/04","NISSAN MOTOR CO., LTD.
HITACHI AUTOMOTIVE SYSTEMS, LTD."
P00201602152,IDP000058088,,(PA) Diberi Paten,2017/05880,02 Jun 2017,30 Mar 2016,13 Sep 2013,"- - -
","F16D 3/12,F16D 3/66,F16F 15/123","2. EXEDY CORPORATION
1. NISSAN MOTOR CO., LTD."
P00201500529,IDP000055837,,(PA) Diberi Paten,2016/04431,22 Jul 2016,28 Jan 2015,24 Jul 2013,"2012-163588 24 Jul 2012 JP
",B60J 3/02,"KASAI KOGYO CO., LTD.
NISSAN MOTOR CO., LTD."
P00201404821,IDP000049755,,(PA) Diberi Paten,2016/00481,12 Feb 2016,13 Aug 2014,14 Feb 2013,"2012-032929 17 Feb 2012 JP
","B60R 13/02,B60R 5/04","NISSAN MOTOR CO., LTD.
KASAI KOGYO CO., LTD."
P00201405600,IDP000052095,,(PA) Diberi Paten,2016/02141,25 Mar 2016,19 Sep 2014,21 Feb 2013,"2012-035838 22 Feb 2012 JP
","B60R 19/24,F16B 5/12","2. NISSAN MOTOR CO., LTD.
1. NIFCO INC."
P00201603099,IDP000062358,,(PA) Diberi Paten,2017/06711,22 Jun 2017,10 May 2016,26 Sep 2014,"2013-213083 10 Oct 2013 JP
","B60R 21/34,B62D 25/08,B62D 25/12","NIHON PLAST CO., LTD.
NISSAN MOTOR CO., LTD."
P00201600799,IDP000065682,,(PA) Diberi Paten,2016/00696,19 Feb 2016,05 Feb 2016,25 Jul 2014,"2013-166800 09 Aug 2013 JP
","B60L 11/18,H02J 7/04","HITACHI AUTOMOTIVE SYSTEMS, LTD.
NISSAN MOTOR CO., LTD."
PID201803311,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/10032,14 Sep 2018,,-,"- - -
",H02M 3/335,"NISSAN MOTOR CO., LTD.
VIRGINIA TECH INTELLECTUAL PROPERTIES, INC."
PID201803280,IDP000070680,,(PA) Diberi Paten,2018/09231,24 Aug 2018,27 Sep 2016,27 Sep 2016,"2015-213584 30 Oct 2015 JP
","F01M 11/03,F02B 75/32,F02B 75/04","NISSAN MOTOR CO., LTD.
HITACHI AUTOMOTIVE SYSTEMS, LTD."
W00201301328,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00058,08 Jan 2016,,-,"- - -
",H02K 1/27,"1. NISSAN MOTOR CO., LTD. 2. WISCONSIN ALUMNI RESEARCH FOUNDATION"
W00201306010,IDP000047002,,(PA) Diberi Paten,2016/00888,07 Mar 2016,23 Dec 2013,07 May 2012,"2011-122852 31 May 2011 JP
",H02M 5/293,"Nagaoka University of Technology
NISSAN MOTOR CO., LTD."
W00201306009,IDP000044974,,(PA) Diberi Paten,2015/00684,06 Mar 2015,23 Dec 2013,07 May 2012,"2011-122853 31 May 2011 JP
",H02M 5/293,"NISSAN MOTOR CO., LTD.
NAGAOKA UNIVERSITY OF TECHNOLOGY"
W00201306011,IDP000046199,,(PA) Diberi Paten,2015/05636,21 Dec 2015,23 Dec 2013,07 May 2012,"2011-122844 31 May 2011 JP
",H02M 5/293,"NISSAN MOTOR CO., LTD.
Nagaoka University of Technology"
W00201306012,IDP000049980,,(PA) Diberi Paten,2015/03858,04 Sep 2015,23 Dec 2013,07 May 2012,"2011-122843 31 May 2011 JP
",H02M 5/293,"NISSAN MOTOR CO., LTD.
Nagaoka University of Technology"
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
W00201306014,IDP000042701,,(PA) Diberi Paten,2015/00685,06 Mar 2015,23 Dec 2013,07 May 2012,"2011-122836 31 May 2011 JP
","H02M 7/00,H05K 7/14","NISSAN MOTOR CO., LTD.
NAGAOKA UNIVERSITY OF TECHNOLOGY"
W00201205015,IDP000037739,,(PA) Diberi Paten,2013/02718,25 Jul 2013,30 Nov 2012,09 Jun 2011,"2010-132285 09 Jun 2010 JP
","B32B 25/08,C08L 23/12","1. MITSUI CHEMICALS, INC.
2. NISSAN MOTOR COMPANY LIMITED"
W00201305975,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2015/00188,29 Jan 2015,,-,"2011-114969 23 May 2011 JP
",B32B 27/18,"1. KANEKA CORPORATION
2. NISSAN MOTOR CO., LTD."
W00201306013,IDP000042349,,(PA) Diberi Paten,2014/04012,09 Oct 2014,23 Dec 2013,07 May 2012,"2011-122842 31 May 2011 JP
","H02M 1/12,H02M 5/293","NISSAN MOTOR CO., LTD.
Nagaoka University of Technology"
P00201400861,IDP000065879,,(PA) Diberi Paten,2015/00974,20 Mar 2015,14 Feb 2014,10 Jul 2012,"2011-162284 25 Jul 2011 JP
","B21B 1/46,B21B 3/00,C22C 21/08,C22F 1/047","2. NISSAN MOTOR CO., LTD.
1. NIPPON LIGHT METAL COMPANY, LTD."
P00201708847,IDP000060587,,(PA) Diberi Paten,2018/05396,25 May 2018,08 Dec 2017,22 Apr 2016,"2015-111812 02 Jun 2015 JP
","F02B 75/04,F02B 75/32,F16H 1/28,F16H 1/32","NISSAN MOTOR CO., LTD.
HITACHI AUTOMOTIVE SYSTEMS, LTD.
HARMONIC DRIVE SYSTEMS INC."
P00201601963,IDP000054993,,(PA) Diberi Paten,2017/05548,26 May 2017,23 Mar 2016,18 Sep 2013,"- - -
","B32B 15/04,B32B 27/00,B32B 3/30,B32B 9/00,F16D 3/62,F16D 69/00","EXEDY Friction Material Co., LTD
NISSAN MOTOR CO., LTD.
EXEDY Corporation"
P00201708848,IDP000060588,,(PA) Diberi Paten,2018/05397,25 May 2018,08 Dec 2017,22 Apr 2016,"2015-111813 02 Jun 2015 JP
","F02B 75/04,F16H 1/32","3. HITACHI AUTOMOTIVE SYSTEMS, LTD.
2. HARMONIC DRIVE SYSTEMS INC.
1. NISSAN MOTOR CO., LTD."
P00201601516,IDP000061012,,(PA) Diberi Paten,2017/08874,18 Aug 2017,07 Mar 2016,05 Sep 2014,"2013-186787 09 Sep 2013 JP
",F16D 13/62,"NISSAN MOTOR CO., LTD.
EXEDY FRICTION MATERIAL CO., LTD.
EXEDY CORPORATION"
P00201701932,,-,(PA) Ditarik Kembali oleh Pemohon,2017/13729,29 Dec 2017,,-,"2014-230376 13 Nov 2014 JP
","B60R 22/24,B62D 25/04,B62D 25/08","MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA
MITSUBISHI JIDOSHA ENGINEERING KABUSHIKI KAISHA"
P00201804060,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/12664,07 Dec 2018,,-,"2017-109493 01 Jun 2017 JP
",B62D 25/08,"MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA
MITSUBISHI JIDOSHA ENGINEERING KABUSHIKI KAISHA"
P00201708732,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/06424,06 Jul 2018,,-,"2016-236194 05 Dec 2016 JP
",B62D 25/18,"MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA
MITSUBISHI JIDOSHA ENGINEERING KABUSHIKI KAISHA"
P00201703063,IDP000063723,,(PA) Diberi Paten,2017/14111,29 Dec 2017,12 May 2017,09 Oct 2015,"2014-232169 14 Nov 2014 JP
","B62D 21/02,B62D 25/00,B62D 25/08","MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA
MITSUBISHI JIDOSHA ENGINEERING KABUSHIKI KAISHA"
P00201709669,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/06783,13 Jul 2018,,-,"2017-154149 09 Aug 2017 JP
",B62D 25/08,"MITSUBISHI JIDOSHA ENGINEERING KABUSHIKI KAISHA
MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA"
