Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201403183,IDP000057058,,(PA) Menunggu Respon Dihapuskan,2016/00508,12-Feb-16,30-May-14,27-Nov-12,"2011-265023 02 Dec 2011 JP
","B62K 11/10,B62K 19/20,B62K 19/28","HONDA MOTOR CO., LTD."
P00201000145,IDP000041821,,(PA) Diberi Paten,50.3313,16-Sep-10,22-Feb-10,22-Feb-10,"2009-057467 11 Mar 2009 JP
","B01D 53/86,F01N 3/24,F01N 3/28","HONDA MOTOR CO., LTD."
P00201601952,IDP000058383,,(PA) Diberi Paten,2017/05377,19-May-17,23-Mar-16,18-Sep-14,"2013-194910 20 Sep 2013 JP
","B23K 11/11,B23K 11/31,B23K 11/36","HONDA MOTOR CO., LTD."
P00201000203,IDP000035834,,(PA) Dihapuskan,50.3636,30-Sep-10,12-Mar-10,12-Mar-10,"2009-075787 26 Mar 2009 JP
",B62J 13/02,"HONDA MOTOR CO., LTD."
P00201000204,IDP000038587,,(PA) Diberi Paten,50.365,7-Oct-10,12-Mar-10,12-Mar-10,"2009-084211 31 Mar 2009 JP
",B60T 8/32,"HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201000205,IDP000036102,,(PA) Diberi Paten,50.3735,7-Oct-10,12-Mar-10,12-Mar-10,"2009-087235 31 Mar 2009 JP
","F01L 1/18,F01L 13/00","HONDA MOTOR CO., LTD."
P00201200708,IDP000039344,,(PA) Diberi Paten,2013/00687,28-Mar-13,5-Sep-12,5-Sep-12,"2011-213164 28 Sep 2011 JP
","F02F 7/00,F16C 9/02","HONDA MOTOR CO., LTD."
P00201200519,IDP000039653,,(PA) Masa Tenggang Dihapuskan,2013/00140,31-Jan-13,2-Jul-12,2-Jul-12,"2011-161427 23 Jul 2011 JP
","F16H 57/02,F16H 9/18","HONDA MOTOR CO., LTD."
P00201000210,IDP000038080,,(PA) Diberi Paten,50.3736,7-Oct-10,15-Mar-10,15-Mar-10,"2009-088261 31 Mar 2009 JP
","F01M 1/00,F01M 11/00","HONDA MOTOR CO., LTD."
P00201501549,IDP000059307,,(PA) Diberi Paten,2016/05788,21-Oct-16,18-Mar-15,18-Mar-15,"2014-079668 08 Apr 2014 JP
","F16H 61/00,F16H 61/662,F16H 61/664","HONDA MOTOR CO., LTD."
P00201406128,,-,(PA) Dianggap Ditarik Kembali (Direktur),2016/03765,3-Jun-16,,-,"2013-213578 11 Oct 2013 JP
",F16H 61/02,"HONDA MOTOR CO., LTD."
P00201100521,IDP000047182,,(PA) Diberi Paten,2012/01136,8-Mar-12,5-Sep-11,5-Sep-11,"2010-199666 07 Sep 2010 JP
","F16K 11/00,F16K 99/00","HONDA MOTOR CO., LTD."
P00201501608,IDP000052519,,(PA) Diberi Paten,2016/03632,27-May-16,20-Mar-15,20-Aug-13,"2012-189011 29 Aug 2012 JP
","B60T 8/171,B62H 1/02,B62K 23/06,B62L 1/00,B62L 3/08,B62J 99/00","HONDA MOTOR CO., LTD."
P00201100541,IDP000037212,,(PA) Dihapuskan,2012/01869,5-Apr-12,16-Sep-11,16-Sep-11,"2010-222877 30 Sep 2010 JP
","B62J 11/00,B62J 9/00,B62M 7/12,H01M 2/02,H02J 7/00","HONDA MOTOR CO., LTD."
P00201100567,IDP000037872,,(PA) Diberi Paten,2012/01872,5-Apr-12,27-Sep-11,27-Sep-11,"2010-222878 30 Sep 2010 JP
","H01M 10/50,H01M 2/24,H01M 2/34","HONDA MOTOR CO., LTD."
P00201100569,IDP000046022,,(PA) Diberi Paten,2012/01877,5-Apr-12,27-Sep-11,27-Sep-11,"2010-222900 30 Sep 2010 JP
","B62J 6/00,B62J 6/02,F21S 8/10,F21Y 101/02","HONDA MOTOR CO., LTD."
P00201400643,IDP000050472,,(PA) Menunggu Respon Dihapuskan,2015/01511,24-Apr-15,5-Feb-14,5-Feb-14,"2013-038775 28 Feb 2013 JP
","B62J 6/02,B62J 99/00","HONDA MOTOR CO., LTD."
P00201100670,IDP000038533,,(PA) Diberi Paten,2012/02468,24-May-12,4-Nov-11,4-Nov-11,"2010-251780 10 Nov 2010 JP
","B60K 1/04,B60L 11/18","HONDA MOTOR CO., LTD."
P00201701015,IDP000063900,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2017/13305,8-Dec-17,14-Feb-17,18-Jul-14,"- - -
","B60N 2/30,B60N 2/44,B60R 22/24","HONDA MOTOR CO., LTD."
P00201200173,IDP000039128,,(PA) Diberi Paten,2013/01067,28-Mar-13,14-Mar-12,14-Mar-12,"2011-057872 16 Mar 2011 JP
",F02D 45/00,"HONDA MOTOR CO., LTD."
P00201506055,IDP000059396,,(PA) Diberi Paten,2017/08316,4-Aug-17,28-Sep-15,28-Sep-15,"2014-200346 30 Sep 2014 JP
","B62J 23/00,B62J 25/00,B62J 99/00,B62K 25/20,B62M 7/02","HONDA MOTOR CO., LTD."
P00201100408,IDP000040865,,(PA) Diberi Paten,2012/00256,19-Jan-12,12-Jul-11,12-Jul-11,"2010-159710 14 Jul 2010 JP
","F02D 11/10,F02D 37/00,F02M 51/00","HONDA MOTOR CO., LTD."
P00201505597,IDP000061610,,(PA) Diberi Paten,2016/06235,18-Nov-16,10-Sep-15,10-Sep-15,"2014/198838 29 Sep 2014 JP
","B62J 23/00,B62J 6/04","HONDA MOTOR CO., LTD."
P00201300248,IDP000046995,,(PA) Diberi Paten,2013/04902,2-Jan-14,1-Apr-13,1-Apr-13,"2012-097883 23 Apr 2012 JP
","B62J 11/00,B62K 11/10,B62K 19/38","HONDA MOTOR CO., LTD."
P00201304853,IDP000053373,,(PA) Diberi Paten,2015/00643,27-Feb-15,17-Dec-13,17-Dec-13,"2012-288665 28 Dec 2012 JP
","B62J 23/00,B62J 25/00,B62K 19/38","HONDA MOTOR CO.,LTD."
P00201505916,IDP000058689,,(PA) Diberi Paten,2017/03477,7-Apr-17,22-Sep-15,22-Sep-15,"2014-201261 30 Sep 2014 JP
","F02B 31/00,F02F 1/42","HONDA MOTOR CO., LTD."
P00201504765,,-,(PA) Dianggap Ditarik Kembali (Direktur),2017/01937,10-Mar-17,,-,"2013-021778 06 Feb 2013 JP
","B60J 5/04,E05B 1/00","HONDA MOTOR CO., LTD."
P00201501605,IDP000068660,,(PA) Diberi Paten,2016/05623,14-Oct-16,19-Mar-15,19-Mar-15,"2014-067788 28 Mar 2014 JP
",F02D 29/04,"HONDA MOTOR CO., LTD."
P00201601000,IDP000060574,,(PA) Diberi Paten,2017/05127,19-May-17,17-Feb-16,17-Feb-16,"2015-046018 09 Mar 2015 JP
","B62J 99/00,F01P 7/02,F02B 61/02","HONDA MOTOR CO., LTD."
P00201505022,IDP000055757,,(PA) Diberi Paten,2016/04389,22-Jul-16,18-Aug-15,26-Mar-14,"2013-075181 29 Mar 2013 JP
","B60T 17/06,B62J 11/00,B62J 9/00,B62L 3/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201505092,IDP000054418,,(PA) Diberi Paten,2017/00316,27-Jan-17,20-Aug-15,20-Aug-15,"2014-195596 25 Sep 2014 JP
","B60K 15/04,B62J 35/00","HONDA MOTOR CO., LTD"
P00201200199,IDP000051380,,(PA) Diberi Paten,2012/04170,27-Sep-12,19-Mar-12,19-Mar-12,"2011-063897 23 Mar 2011 JP
","B60K 13/02,B62J 37/00,B62K 11/00","HONDA MOTOR CO., LTD."
P00201601628,IDP000067237,,(PA) Diberi Paten,2017/05371,19-May-17,11-Mar-16,11-Mar-16,"2015-059646 23 Mar 2015 JP
","F21S 8/10,F21V 19/00,F21V 29/15","HONDA MOTOR CO., LTD."
P00201400691,IDP000048698,,(PA) Dihapuskan,2015/01509,24-Apr-15,7-Feb-14,7-Feb-14,"2013-029522 18 Feb 2013 JP
","F16H 61/06,F16H 61/662","HONDA MOTOR CO., LTD."
P00201402154,IDP000055978,,(PA) Diberi Paten,2015/00823,13-Mar-15,14-Apr-14,17-Jul-12,"2011-230768 20 Oct 2011 JP
","B60R 16/02,B60R 16/03,G06F 17/00","HONDA MOTOR CO., LTD."
P00201000193,IDP000039286,,(PA) Diberi Paten,50.3635,30-Sep-10,12-Mar-10,12-Mar-10,"2009-077300 26 Mar 2009 JP
","B62J 99/00,B62J 17/00,B62J 23/00","HONDA MOTOR CO., LTD."
P00201601855,IDP000068483,,(PA) Diberi Paten,2017/05451,26-May-17,21-Mar-16,17-Sep-13,"- - -
",B62D 25/08,"HONDA MOTOR CO., LTD."
P00201000197,IDP000037436,,(PA) Dihapuskan,50.3647,7-Oct-10,12-Mar-10,12-Mar-10,"2009-087127 31 Mar 2009 JP
","B62L 3/04,B62L 3/08","HONDA MOTOR CO., LTD."
P00201000200,IDP000064612,,(PA) Diberi Paten,50.3733,7-Oct-10,12-Mar-10,12-Mar-10,"2009-087236 31 Mar 2009 JP
",F02M 25/00,"HONDA MOTOR CO., LTD."
P00201501609,IDP000070011,,(PA) Diberi Paten,2017/02445,17-Mar-17,20-Mar-15,20-Aug-13,"2012-189012 29 Aug 2012 JP
","B60T 8/171,B62K 23/06,B62L 1/00,B62L 3/08,B62J 99/00","HONDA MOTOR CO., LTD."
P00201606100,IDP000064427,,(PA) Diberi Paten,2017/06408,16-Jun-17,13-Sep-16,13-Sep-16,"2015-194314 30 Sep 2015 JP
","B62J 6/18,B62K 19/40","HONDA MOTOR CO., LTD."
P00201000241,IDP000030792,,(PA) Dihapuskan,50.3652,-,29-Mar-10,29-Mar-10,"2009-088260 31 Mar 2009 JP
","B60W 10/00,F02D 41/00,F16H 61/00","HONDA MOTOR CO., LTD."
P00201300163,IDP000045419,,(PA) Diberi Paten,2013/03885,31-Oct-13,8-Mar-13,8-Mar-13,"2012-082443 30 Mar 2012 JP
","F16H 63/18,F16H 63/28,F16H 63/30","HONDA MOTOR CO., LTD."
P00201604038,IDP000063651,,(PA) Diberi Paten,2017/06287,16-Jun-17,22-Dec-14,22-Dec-14,"2013-270771 27 Dec 2013 JP
","B62J 15/00,B62J 6/04","HONDA MOTOR CO., LTD."
P00201604372,IDP000066896,,(PA) Diberi Paten,2017/06521,16-Jun-17,29-Jun-16,29-Jun-16,"2015-143781 21 Jul 2015 JP
","B62K 19/20,B62K 19/28","HONDA MOTOR CO., LTD."
P00201501181,IDP000065007,,(PA) Diberi Paten,2017/01665,3-Mar-17,27-Feb-15,27-Feb-15,"2014-040563 03 Mar 2014 JP
","B62K 11/10,B62K 19/20","HONDA MOTOR CO., LTD."
P00201802099,IDP000067015,,(PA) Diberi Paten,2018/10454,28-Sep-18,22-Mar-18,22-Mar-18,"2017-058365 24 Mar 2017 JP
","B22C 9/06,B22D 17/22","HONDA MOTOR CO., LTD."
P00201802239,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/11313,19-Oct-18,,-,"2017-064061 29 Mar 2017 JP
",B63H 20/00,"HONDA MOTOR CO., LTD."
P00201702846,,-,(PA) Ditarik Kembali oleh Pemohon,2017/14069,29-Dec-17,,-,"2014-211054 15 Oct 2014 JP
","F16H 59/68,F16H 61/02,F16H 61/662,F16H 61/12","HONDA MOTOR CO., LTD."
P00201501887,,-,(PA) Dianggap Ditarik Kembali (Direktur),2017/01043,17-Feb-17,,-,"2014-072895 31 Mar 2014 JP
",-,"HONDA MOTOR CO., LTD."
P00201701977,IDP000062375,,(PA) Diberi Paten,2017/13734,29-Dec-17,29-Mar-17,29-Mar-17,"2016-073408 31 Mar 2016 JP
",B62J 1/00,"HONDA MOTOR CO., LTD."
P00201701980,IDP000063463,,(PA) Diberi Paten,2017/13737,29-Dec-17,29-Mar-17,29-Mar-17,"2016-073633 31 Mar 2016 JP
","B62H 1/02,B62K 19/30","HONDA MOTOR CO., LTD."
P00201807733,IDP000065739,,(PA) Diberi Paten,2018/11151,12-Oct-18,28-Sep-18,1-Mar-17,"2016-067769 30 Mar 2016 JP
","B29C 39/10,B60K 37/00","HONDA MOTOR CO., LTD."
P00201808085,IDP000071300,,(PA) Diberi Paten,2019/03090,10-May-19,10-Oct-18,10-Oct-18,"2017-211183 31 Oct 2017 JP
","B62J 15/00,B62J 37/00","HONDA MOTOR CO., LTD."
P00201505962,IDP000064167,,(PA) Diberi Paten,2017/08355,4-Aug-17,23-Sep-15,23-Sep-15,"2014-199757 30 Sep 2014 JP
","B62J 11/00,B62J 99/00,H01R 13/73","HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201602207,IDP000061366,,(PA) Diberi Paten,2017/05584,26-May-17,1-Apr-16,8-Aug-14,"- - -
",B62D 25/20,"HONDA MOTOR CO., LTD."
P00201504811,IDP000060560,,(PA) Diberi Paten,2017/02716,24-Mar-17,6-Aug-15,13-Dec-13,"2013-021717 06 Feb 2013 JP
","F02N 11/08,F02N 15/02,F02N 3/04,F16D 41/08","HONDA MOTOR CO., LTD."
P00201407278,IDP000053040,,(PA) Diberi Paten,2015/04425,2-Oct-15,21-Nov-14,25-Jan-13,"2012-100582 26 Apr 2012 JP
","F16H 61/02,F16H 61/662","HONDA MOTOR CO., LTD."
P00201701526,IDP000061489,,(PA) Diberi Paten,2017/13521,15-Dec-17,9-Mar-17,25-Sep-14,"- - -
",B62K 11/04,"HONDA MOTOR CO., LTD."
P00201606200,,-,(PA) Dianggap Ditarik Kembali (Direktur),2017/07631,21-Jul-17,,-,"- - -
","B62K 11/10,B62M 7/02",HONDA MOTOR COMPANY LIMITED
P00201501610,IDP000057323,,(PA) Diberi Paten,2016/06250,18-Nov-16,20-Mar-15,20-Mar-15,"2014-070135 28 Mar 2014 JP
","B62K 19/10,B62K 19/20","HONDA MOTOR CO., LTD."
P00201405778,IDP000060450,,(PA) Diberi Paten,2016/06139,11-Nov-16,25-Sep-14,25-Sep-14,"2013-205567 30 Sep 2013 JP
","B60R 25/00,B60R 25/10,B62H 5/02,B62J 1/02,B62J 39/00","HONDA MOTOR CO., LTD"
P00201506155,IDP000052487,,(PA) Masa Tenggang Dihapuskan,2017/03935,13-Apr-17,1-Oct-15,1-Oct-15,"2014-209278 10 Jan 2014 JP
","B62J 23/00,B62J 25/00","HONDA MOTOR CO., LTD."
P00201605987,IDP000067401,,(PA) Diberi Paten,2018/01053,2-Feb-18,6-Sep-16,6-Sep-16,"2015-176807 08 Sep 2015 JP
","B62J 15/00,B62K 19/38","HONDA MOTOR CO., LTD."
P00201606500,IDP000060283,,(PA) Diberi Paten,2018/01676,16-Feb-18,28-Sep-16,28-Sep-16,"2015-192721 30 Sep 2015 JP
",B62K 11/10,"HONDA MOTOR CO., LTD."
P00201503211,IDP000052096,,(PA) Diberi Paten,2017/02597,17-Mar-17,29-May-15,19-Jun-13,"2012-239160 30 Oct 2012 JP
","B62K 11/10,B62K 19/10,B62K 19/20","HONDA MOTOR CO., LTD."
P00201100470,IDP000037084,,(PA) Diberi Paten,2012/01103,8-Mar-12,10-Aug-11,10-Aug-11,"2010-195008 31 Aug 2010 JP
","B62J 23/00,B62J 35/00","HONDA MOTOR CO., LTD."
P00201600999,IDP000064144,,(PA) Diberi Paten,2017/09029,18-Aug-17,17-Feb-16,17-Feb-16,"2015-039036 27 Feb 2015 JP
","B62M 7/02,F01N 1/00,F01N 13/08","HONDA MOTOR CO., LTD."
P00201506356,IDP000066846,,(PA) Diberi Paten,2017/03726,13-Apr-17,8-Oct-15,26-Mar-14,"2013-068045 28 Mar 2013 JP
","B62J 99/00,G01P 1/02,G01P 3/488","HONDA MOTOR CO., LTD."
P00201700545,IDP000059772,,(PA) Diberi Paten,2017/13133,8-Dec-17,25-Jan-17,25-Jan-17,"2016-013722 27 Jan 2016 JP
","B62K 19/38,B62L 3/00","HONDA MOTOR CO., LTD."
P00201100970,IDP000047417,,(PA) Diberi Paten,2012/02561,28-Jun-12,19-Dec-11,19-Dec-11,"2010-0288465 24 Dec 2010 JP
","F02M 37/02,F02M 37/04,F02M 37/06","HONDA MOTOR CO., LTD."
P00201500200,IDP000065005,,(PA) Diberi Paten,2016/05628,14-Oct-16,14-Jan-15,14-Jan-15,"2014-007569 20 Jan 2014 JP
","B60R 25/00,B62J 11/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201604766,IDP000060279,,(PA) Diberi Paten,2017/06453,16-Jun-17,20-Jul-16,20-Jul-16,"2015-149800 29 Jul 2015 JP
","B60T 17/04,B60T 8/34,B62J 6/18,B62K 19/38,B62L 3/00","HONDA MOTOR CO., LTD"
P00201501799,IDP000057521,,(PA) Diberi Paten,2016/06264,18-Nov-16,27-Mar-15,27-Mar-15,"2014-072858 31 Mar 2014 JP
","B62J 13/02,B62J 15/00,B62J 25/00","HONDA MOTOR CO., LTD."
P00201601625,IDP000067236,,(PA) Diberi Paten,2017/05408,19-May-17,11-Mar-16,19-Sep-14,"2013-197281 24 Sep 2013 JP
","B60R 13/04,B62D 25/12","HONDA MOTOR CO., LTD."
P00201604801,,-,(PA) Ditarik Kembali oleh Pemohon,2017/06471,16-Jun-17,,-,"2014-009027 21 Jan 2014 JP
","F16K 31/08,H01F 7/16","HONDA MOTOR CO.,LTD."
P00201401311,IDP000052225,,(PA) Diberi Paten,2017/00406,27-Jan-17,6-Mar-14,6-Mar-14,"2013-060193 22 Mar 2013 JP
",B62J 6/00,"HONDA MOTOR CO., LTD"
P00201505721,IDP000059394,,(PA) Diberi Paten,2017/08237,4-Aug-17,15-Sep-15,15-Sep-15,"2014-202692 30 Sep 2014 JP
","B62J 23/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201505769,IDP000058688,,(PA) Diberi Paten,2017/03317,7-Apr-17,16-Sep-15,28-Mar-14,"2013-069890 28 Mar 2013 JP
","B60L 15/20,B60L 7/24,B60T 8/17,B60T 8/1761,B60T 8/42","HONDA MOTOR CO., LTD."
P00201607573,IDP000064557,,(PA) Diberi Paten,2017/07962,28-Jul-17,9-Nov-16,9-Nov-16,"2015-252485 24 Dec 2015 JP
","B62J 23/00,B62J 25/00,B62J 99/00,B62K 25/10,F01P 1/02,F01P 7/02,F02B 61/02","HONDA MOTOR CO., LTD"
P00201601214,IDP000072719,,(PA) Diberi Paten,2017/05163,19-May-17,24-Feb-16,24-Feb-16,"2015-068602 30 Mar 2015 JP
",F16H 57/04,"HONDA MOTOR CO., LTD."
P00201405871,IDP000054173,,(PA) Diberi Paten,2016/02716,8-Apr-16,29-Sep-14,29-Sep-14,"2013-214814 15 Oct 2013 JP
",F16H 61/00,"HONDA MOTOR CO., LTD."
P00201600932,IDP000069639,,(PA) Diberi Paten,2017/04900,12-May-17,12-Feb-16,5-Sep-13,"- - -
",B62D 43/04,"HONDA MOTOR CO., LTD."
P00201602176,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/05583,26-May-17,,-,"2013-183216 04 Sep 2013 JP
",F16H 41/24,"HONDA MOTOR CO., LTD."
P00201608605,IDP000067463,,(PA) Diberi Paten,2018/01739,23-Feb-18,14-Dec-16,14-Dec-16,"2015-244433 15 Dec 2015 JP
",B62J 11/00,"HONDA MOTOR CO., LTD."
P00201608689,IDP000059593,,(PA) Diberi Paten,2018/01577,16-Feb-18,16-Dec-16,16-Dec-16,"2015-253088 25 Dec 2015 JP
","B62J 99/00,B62M 7/02,F02M 35/00,F02M 35/16","HONDA MOTOR CO,, LTD."
P00201505883,IDP000050480,,(PA) Diberi Paten,2017/00502,3-Feb-17,21-Sep-15,11-Dec-13,"2013-058438 21 Mar 2013 JP
","H02P 6/08,H02P 9/04","HONDA MOTOR CO., LTD."
P00201701714,IDP000062183,,(PA) Diberi Paten,2017/13650,15-Dec-17,17-Mar-17,27-Aug-15,"2014-198843 29 Sep 2014 JP
","B60K 15/077,B62J 35/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201403718,IDP000062491,,(PA) Diberi Paten,2016/00568,12-Feb-16,23-Jun-14,12-Nov-12,"2011-258088 25 Nov 2011 JP
","B60K 17/04,B62K 11/10,B62K 25/28,B62L 1/00,B62M 7/12,F16D 65/02,F16H 57/021,F16H 57/031","HONDA MOTOR CO., LTD."
P00201601244,IDP000055896,,(PA) Dihapuskan,2017/05164,19-May-17,26-Feb-16,26-Feb-16,"2015-055493 19 Mar 2015 JP
","F01P 1/02,F01P 1/10,F01P 3/02,F02M 61/14,F02P 13/00","HONDA MOTOR CO., LTD."
P00201000450,IDP000036748,,(PA) Diberi Paten,51.0366,10-Feb-11,19-Jul-10,19-Jul-10,"2009-176359 29 Jul 2009 JP
","B62J 17/00,B62J 23/00","HONDA MOTOR CO., LTD."
P00201601312,IDP000060954,,(PA) Diberi Paten,2017/05213,19-May-17,29-Feb-16,19-Sep-13,"- - -
",F02M 37/22,"HONDA MOTOR CO., LTD."
P00201702571,IDP000064944,,(PA) Diberi Paten,2017/14000,29-Dec-17,25-Apr-17,28-Sep-15,"2014-199333 29 Sep 2014 JP
","F01L 1/04,F02F 1/24","HONDA MOTOR CO., LTD."
P00201700405,IDP000062973,,(PA) Diberi Paten,2017/13070,30-Nov-17,19-Jan-17,19-Jan-17,"2016-009372 21 Jan 2016 JP
","B23K 26/00,B23K 26/10","HONDA MOTOR CO., LTD."
P00201506360,IDP000053769,,(PA) Diberi Paten,2017/03770,13-Apr-17,8-Oct-15,26-Mar-14,"2013-070528 28 Mar 2013 JP
","G01C 21/26,G08G 1/01,G08G 1/16","HONDA MOTOR CO., LTD"
P00201404843,IDP000047736,,(PA) Diberi Paten,2015/04675,23-Oct-15,15-Aug-14,15-Aug-14,"2013 -199474 26 Sep 2013 JP
",B62J 6/18,"HONDA MOTOR CO., LTD."
P00201200687,IDP000058255,,(PA) Diberi Paten,2013/00683,28-Mar-13,29-Aug-12,29-Aug-12,"2011-208541 26 Sep 2011 JP
","B62J 99/00,B60R 25/00,B62H 5/02,B62J 1/12,B62J 6/16,E05B 65/12","HONDA MOTOR CO., LTD."
P00201601820,IDP000068431,,(PA) Diberi Paten,2017/05470,26-May-17,18-Mar-16,18-Mar-16,"2015-055504 19 Mar 2015 JP
","F16H 61/00,F16H 63/50","HONDA MOTOR CO., LTD."
P00201601861,IDP000061920,,(PA) Diberi Paten,2017/05551,26-May-17,21-Mar-16,21-Mar-16,"2015-073643 31 Mar 2015 JP
","B62J 23/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201505097,IDP000057863,,(PA) Menunggu Respon Dihapuskan,2016/04386,22-Jul-16,20-Aug-15,7-Feb-14,"2013-028451 15 Feb 2013 JP
","B23K 11/06,B23K 11/24","HONDA MOTOR CO., LTD."
P00201200380,IDP000051300,,(PA) Diberi Paten,2015/00057,29-Jan-15,14-May-12,14-May-12,"2011-111325 18 May 2011 JP
",F02D 21/08,"HONDA MOTOR CO., LTD."
P00201701504,IDP000063816,,(PA) Diberi Paten,2017/13503,15-Dec-17,26-Aug-15,26-Aug-15,"2014-196551 26 Sep 2014 JP
",B62J 25/00,"HONDA MOTOR CO., LTD."
P00201701712,IDP000070050,,(PA) Diberi Paten,2017/13648,15-Dec-17,17-Mar-17,17-Mar-17,"2016-064477 28 Mar 2016 JP
",F02F 1/24,"HONDA MOTOR CO., LTD."
P00201505442,IDP000061426,,(PA) Diberi Paten,2017/01124,17-Feb-17,4-Sep-15,7-Mar-14,"2013-046969 08 Mar 2013 JP
","B60W 40/04,G08G 1/00,G08G 1/01,G08G 1/13","HONDA MOTOR CO., LTD."
P00201100508,IDP000039098,,(PA) Dihapuskan,2012/00977,1-Mar-12,24-Aug-11,24-Aug-11,"2010-219605 29 Sep 2010 JP
","B62J 17/00,B62J 6/00","HONDA MOTOR CO., LTD."
