Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
PID201706494,IDP000069434,,(PA) Diberi Paten,2018/05117,18 May 2018,08 Dec 2015,08 Dec 2015,"2015-037770 27 Feb 2015 JP
","F02F 3/00,F02F 3/10,F16J 1/08,F16J 1/04",YAMAHA HATSUDOKI KABUSHIKI KAISHA
PID201706587,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/05129,18 May 2018,,-,"2016-189633 28 Sep 2016 JP
",F02D 45/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300184,IDP000042518,,(PA) Diberi Paten,2013/04624,12 Dec 2013,19 Mar 2013,19 Mar 2013,"JP 2012-062377 19 Mar 2012 JP
",B62J 6/02,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201502625,IDP000064416,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2016/05618,14 Oct 2016,30 Apr 2015,30 Apr 2015,"2014-131609 26 Jun 2014 JP
",E05B 63/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300216,IDP000045187,,(PA) Diberi Paten,2013/04142,14 Nov 2013,25 Mar 2013,25 Mar 2013,"2012-071542 27 Mar 2012 JP
",B62J 3/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201600637,IDP000069966,,(PA) Diberi Paten,2017/04805,12 May 2017,29 Jan 2016,30 Jun 2014,"2013-138486 01 Jul 2013 JP
","B62J 17/02,B62J 17/06,B62K 5/027,B62K 5/05,B62K 5/08,B62K 5/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201508837,IDP000057229,,(PA) Diberi Paten,2016/05253,23 Sep 2016,30 Dec 2015,11 Jun 2015,"2014-120236 11 Jun 2014 JP
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201304496,IDP000049509,,(PA) Diberi Paten,2015/00066,29 Jan 2015,31 Oct 2013,31 Oct 2013,"2013-136582 28 Jun 2013 JP
",F01L 13/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201405561,IDP000051282,,(PA) Dihapuskan,2016/01113,11 Mar 2016,18 Sep 2014,18 Sep 2014,"JP 2013-20323 26 Sep 2013 JP
","B60L 11/18,B60L 15/10,B60L 15/20,B62M 6/40",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201000093,IDP000050015,,(PA) Menunggu Respon Dihapuskan,050.3634,30 Sep 2010,04 Feb 2010,04 Feb 2010,"2009-074888 25 Mar 2009 JP
","B01D 53/94,B01J 29/76,F01N 3/28,F01N 3/30",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406706,IDP000052819,,(PA) Diberi Paten,2015/01807,08 May 2015,30 Oct 2014,30 Oct 2014,"JP 2013-227013 31 Oct 2013 JP
","B62K 11/14,B62K 23/02",Yamaha Hatsudoki Kabushiki Kaisha
P00201000207,IDP000034725,,(PA) Diberi Paten,050.3381,23 Sep 2010,15 Mar 2010,15 Mar 2010,"2009-062509 16 Mar 2009 JP
",B62J 6/04,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201601184,IDP000072884,,(PA) Pembuatan Sertifikat,2017/05140,19 May 2017,24 Feb 2016,24 Feb 2016,"JP 2015-037771 27 Feb 2015 JP
","F02F 3/10,F16J 9/26",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201403991,IDP000047975,,(PA) Diberi Paten,2016/02251,01 Apr 2016,02 Jul 2014,17 Dec 2012,"2012-265126 04 Dec 2012 JP
","B60K 1/00,B60K 7/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201505248,,-,(PA) Ditarik Kembali oleh Pemohon,2017/03232,31 Mar 2017,,-,"- - -
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503696,IDP000051365,,(PA) Diberi Paten,2017/01835,03 Mar 2017,18 Jun 2015,20 Dec 2013,"2012-278878 21 Dec 2012 JP
","A01G 1/00,C09K 17/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300025,IDP000057510,,(PA) Diberi Paten,2013/02668,25 Jul 2013,14 Jan 2013,14 Jan 2013,"2012-125166 31 May 2012 JP
",B62J 1/12,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201304488,IDP000047873,,(PA) Diberi Paten,2014/05268,30 Dec 2014,30 Oct 2013,30 Oct 2013,"2013-136580 28 Jun 2013 JP
","F02F 1/00,F02F 1/24,F02F 7/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201400638,IDP000051308,,(PA) Menunggu Respon Dihapuskan,2015/04883,06 Nov 2015,04 Feb 2014,04 Feb 2014,"JP2013-021748 06 Feb 2013 JP
","F16H 1/16,F16H 9/18",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201600204,IDP000057780,,(PA) Diberi Paten,2016/06109,11 Nov 2016,14 Jan 2016,14 Jan 2016,"JP 2015-004670 14 Jan 2015 JP
","F01L 13/08,F02D 13/02,F02D 15/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406625,IDP000056566,,(PA) Diberi Paten,2016/02594,08 Apr 2016,27 Oct 2014,27 Oct 2014,"2013-224315 29 Oct 2013 JP
","B60Q 1/068,B62J 6/02",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201407556,,-,(PA) Ditarik Kembali oleh Pemohon,2016/05370,30 Sep 2016,,-,"JP 2013-250981 04 Dec 2013 JP
","B62J 1/12,B62J 23/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201403554,IDP000057482,,(PA) Diberi Paten,2015/00222,05 Feb 2015,18 Jun 2014,18 Jun 2014,"2013-127825 18 Jun 2013 JP
",B62L 3/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201702454,IDP000071936,,(PA) Diberi Paten,2017/13949,29 Dec 2017,18 Apr 2017,18 Apr 2017,"JP 2017-063126 28 Mar 2017 JP
","F02D 45/00,F02D 9/02",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201000133,IDP000033925,,(PA) Diberi Paten,050.3014,26 Aug 2010,17 Feb 2010,17 Feb 2010,"2009-036381 19 Feb 2009 JP
","B60K 15/04,B62J 35/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201000172,IDP000034110,,(PA) Diberi Paten,050.3314,16 Sep 2010,04 Mar 2010,04 Mar 2010,"JP2009-052581 05 Mar 2009 JP
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406818,IDP000055118,,(PA) Diberi Paten,2016/05913,28 Oct 2016,03 Nov 2014,03 Nov 2014,"2013-231550 07 Nov 2013 JP
","F01M 9/10,F02B 61/02",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201403188,IDP000061254,,(PA) Diberi Paten,2016/01858,25 Mar 2016,02 Jun 2014,02 Jun 2014,"2013-135111 27 Jun 2013 JP
",B62J 17/02,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300233,IDP000048871,,(PA) Diberi Paten,2016/00163,15 Jan 2016,27 Mar 2013,27 Mar 2013,"JP 2012-147617 29 Jun 2012 JP
","B62J 35/00,B62K 11/10,B62K 19/46",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503093,IDP000056812,,(PA) Dihapuskan,2016/06434,25 Nov 2016,25 May 2015,25 May 2015,"2014-108987 27 May 2014 JP
",F01L 13/08,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406705,IDP000054370,,(PA) Diberi Paten,2015/01767,08 May 2015,30 Oct 2014,30 Oct 2014,"JP 2013-227012 31 Oct 2013 JP
","B62K 11/14,B62K 23/02",Yamaha Hatsudoki Kabushiki Kaisha
P00201000339,IDP000038791,,(PA) Dihapuskan,051.5129,24 Nov 2011,17 May 2010,17 May 2010,"2009-120117 18 May 2009 JP
","F02N 15/00,F02P 11/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201407554,IDP000048986,,(PA) Menunggu Respon Dihapuskan,2016/05323,23 Sep 2016,02 Dec 2014,02 Dec 2014,"JP 2013-251687 05 Dec 2013 JP
","B62K 11/04,F01L 1/18,F01L 13/00,F02B 75/16",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201604743,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/06474,16 Jun 2017,,-,"2013-263308 20 Dec 2013 JP
","F02D 29/02,F02D 29/06,F02D 45/00,F02N 11/04,F02N 11/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201601070,IDP000054066,,(PA) Diberi Paten,2016/01611,18 Mar 2016,19 Feb 2016,19 Feb 2016,"2015-032806 23 Feb 2015 JP
","B62J 17/04,B62J 99/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201500084,IDP000050386,,(PA) Dihapuskan,2017/01231,24 Feb 2017,08 Jan 2015,31 May 2013,"2012-153927 09 Jul 2012 JP
","F02D 41/00,G01R 31/36",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201000258,IDP000034360,,(PA) Penghapusan,051.0495,10 Feb 2011,05 Apr 2010,05 Apr 2010,"2009-184870 07 Aug 2009 JP
",F01L 3/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200884,IDP000044789,,(PA) Diberi Paten,2013/04226,14 Nov 2013,19 Oct 2012,19 Oct 2012,"JP2012-120776 28 May 2012 JP
",B60Q 1/04,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503690,IDP000064068,,(PA) Diberi Paten,2017/02992,24 Mar 2017,18 Jun 2015,19 Dec 2013,"JP 2012-277220 19 Dec 2012 JP
","B62K 5/027,B62K 5/05,B62K 5/08,B62K 5/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200928,IDP000045678,,(PA) Diberi Paten,2013/02410,27 Jun 2013,30 Oct 2012,30 Oct 2012,"2010-101845 28 Dec 2011 JP
","B62J 1/00,B62J 6/00,B62J 6/04,B62J 9/00,B62K 19/40",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201600606,IDP000058158,,(PA) Diberi Paten,2017/04213,21 Apr 2017,29 Jan 2016,30 Jun 2014,"2013-138481 01 Jul 2013 JP
","B60T 11/04,B62K 21/18,B62K 5/08,B62L 3/02,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201502424,IDP000052478,,(PA) Diberi Paten,2016/05206,23 Sep 2016,23 Apr 2015,24 Sep 2013,"JP 2013-138479 01 Jul 2013 JP
","B60G 17/005,B62D 7/00,B62K 21/00,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201000206,,-,(PA) Dianggap Ditarik Kembali (Direktur),050.3420,23 Sep 2010,,-,"2009-062508 16 Mar 2009 JP
","B60K 11/08,B62J 17/00,B62J 35/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201201074,IDP000042911,,(PA) Diberi Paten,2013/01899,30 May 2013,29 Nov 2012,29 Nov 2012,"2011-262692 30 Nov 2011 JP
","B60Q 1/00,B62J 6/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300518,IDP000049575,,(PA) Diberi Paten,2014/01399,05 Jun 2014,10 Jul 2013,10 Jul 2013,"JP2012-155776 11 Jul 2012 JP
","B60T 11/04,B60T 11/06,B60T 11/08,B62L 3/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201407104,IDP000056572,,(PA) Diberi Paten,2015/01968,22 May 2015,17 Nov 2014,17 Nov 2014,"2013-239869 20 Nov 2013 JP
","B62J 17/00,B62J 6/02,B62J 99/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503600,IDP000050121,,(PA) Diberi Paten,2016/02873,18 Apr 2016,15 Jun 2015,18 Dec 2013,"2013-138483 01 Jul 2013 JP
","B62J 15/00,B62J 17/00,B62J 23/00,B62K 5/02,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406703,IDP000051928,,(PA) Diberi Paten,2016/06009,04 Nov 2016,30 Oct 2014,30 Oct 2014,"2013-227011 31 Oct 2013 JP
","B62J 33/00,B62J 99/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201603614,IDP000067480,,(PA) Diberi Paten,2017/05841,02 Jun 2017,30 May 2016,29 Oct 2014,"2014-219736 28 Oct 2014 JP
","B60T 8/1761,B60T 8/32",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201505249,,-,(PA) Ditarik Kembali oleh Pemohon,2017/03430,07 Apr 2017,,-,"- - -
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201407353,IDP000055061,,(PA) Diberi Paten,2016/05915,28 Oct 2016,24 Nov 2014,24 Nov 2014,"2013-246919 29 Nov 2013 JP
","B62J 6/04,B62K 19/46",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201507601,,-,(PA) Ditarik Kembali oleh Pemohon,2017/04181,21 Apr 2017,,-,"JP 2013-094113 26 Apr 2013 JP
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201603615,IDP000060030,,(PA) Diberi Paten,2017/06171,09 Jun 2017,30 May 2016,29 Oct 2014,"2013-227454 31 Oct 2013 JP
","B60T 8/17,B60T 8/1761,B60T 8/32,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300242,IDP000054198,,(PA) Diberi Paten,2014/04945,27 Nov 2014,28 Mar 2013,28 Mar 2013,"JP2012-203308 14 Sep 2012 JP
",F16H 3/08,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201507544,IDP000068315,,(PA) Diberi Paten,2017/04188,21 Apr 2017,20 Nov 2015,20 Nov 2015,"2014-236489 21 Nov 2014 JP
","B65D 19/44,B65D 85/68",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503689,IDP000052596,,(PA) Diberi Paten,2017/02632,24 Mar 2017,18 Jun 2015,20 Dec 2013,"2013-138481 01 Jul 2013 JP
","B62K 5/027,B62K 5/06",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200550,,-,(PA) Ditarik Kembali oleh Pemohon,2013/00400,28 Feb 2013,,-,"2011-153566 12 Jul 2011 JP
",B60K 11/04,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201405335,IDP000058499,,(PA) Diberi Paten,2016/01404,18 Mar 2016,08 Sep 2014,08 Sep 2014,"2013-212054 09 Oct 2013 JP
",B62J 6/02,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503775,IDP000053521,,(PA) Diberi Paten,2017/03157,31 Mar 2017,19 Jun 2015,20 Dec 2013,"2012-278879 21 Dec 2012 JP
","B62K 19/08,B62K 25/04,B62K 5/05,B62K 5/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201606363,IDP000062732,,(PA) Diberi Paten,2017/07484,14 Jul 2017,23 Sep 2016,16 Mar 2015,"2014-060197 24 Mar 2014 JP
","B62K 25/04,B62K 5/00,B62K 5/05,B62K 5/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406345,IDP000050154,,(PA) Diberi Paten,2016/03435,13 May 2016,20 Oct 2014,20 Oct 2014,"2013-222129 25 Oct 2013 JP
",F02D 35/02,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201601684,IDP000072924,,(PA) Pembuatan Sertifikat,2017/05335,19 May 2017,14 Mar 2016,27 May 2014,"2013-168421 14 Aug 2013 JP
","H02K 21/22,H02K 21/24",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201601683,IDP000068372,,(PA) Diberi Paten,2017/05402,19 May 2017,14 Mar 2016,27 May 2014,"JP 2014-087426 21 Apr 2014 JP
","F02N 11/04,H02K 1/27,H02K 21/22,H02K 29/03,H02K 7/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201701444,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/13542,15 Dec 2017,,-,"2014-163072 08 Aug 2014 JP
",F02M 25/08,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201504173,IDP000064830,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2016/05658,14 Oct 2016,07 Jul 2015,07 Jul 2015,"2014-140489 08 Jul 2014 JP
",B62K 11/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201506114,IDP000062539,,(PA) Diberi Paten,2016/05656,14 Oct 2016,30 Sep 2015,30 Sep 2015,"JP 2014-223776 31 Oct 2014 JP
",B62J 39/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201403993,IDP000059128,,(PA) Diberi Paten,2016/00545,12 Feb 2016,02 Jul 2014,22 Dec 2011,"- - -
",B62J 35/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201304555,IDP000051750,,(PA) Diberi Paten,2015/00566,27 Feb 2015,19 Nov 2013,19 Nov 2013,"JP2013-060610 22 Mar 2013 JP
","B62J 17/02,B62J 6/00,B62K 19/46",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201502323,IDP000067166,,(PA) Diberi Paten,2015/03130,24 Jul 2015,20 Apr 2015,24 Sep 2013,"2012-235605 25 Oct 2012 JP
","B60G 17/005,B62D 7/00,B62K 21/00,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201405209,IDP000045523,,(PA) Diberi Paten,2016/01413,18 Mar 2016,02 Sep 2014,10 Mar 2010,"JP 2009-193223 24 Aug 2009 JP
",F01L 13/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201407105,IDP000054283,,(PA) Diberi Paten,2016/01123,11 Mar 2016,17 Nov 2014,17 Nov 2014,"2013-239835 20 Nov 2013 JP
","B62M 25/02,B62M 7/02,G05G 9/06",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406344,IDP000050749,,(PA) Diberi Paten,2016/03441,13 May 2016,20 Oct 2014,20 Oct 2014,"201310498535.1 22 Oct 2013 CN
",B62J 6/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201403994,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2015/03226,31 Jul 2015,,-,"2013-229979 06 Nov 2013 JP
",F01L 13/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201501766,IDP000057094,,(PA) Diberi Paten,2017/01616,03 Mar 2017,26 Mar 2015,26 Mar 2015,"JP 2014-196202 26 Sep 2014 JP
","B62J 17/06,B62K 19/46",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200422,IDP000047957,,(PA) Diberi Paten,2012/04864,29 Nov 2012,25 May 2012,25 May 2012,"2011-119345 27 May 2011 JP
","B60K 13/02,B62J 99/00,F02M 35/04",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200756,IDP000051939,,(PA) Diberi Paten,2013/00952,28 Mar 2013,21 Sep 2012,21 Sep 2012,"2011-207305 22 Sep 2011 JP
","B60K 11/02,B60K 11/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201602340,IDP000066500,,(PA) Diberi Paten,2017/05663,26 May 2017,08 Apr 2016,12 Nov 2014,"2013-243796 26 Nov 2013 JP
","F01L 1/12,F01L 1/26",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200464,IDP000064858,,(PA) Diberi Paten,2012/05211,27 Dec 2012,11 Jun 2012,11 Jun 2012,"2011-129871 10 Jun 2011 JP
","F23C 1/00,F23K 1/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201600609,IDP000057159,,(PA) Diberi Paten,2017/04929,12 May 2017,29 Jan 2016,30 Jun 2014,"2013-138482 01 Jul 2013 JP
","B60T 11/10,B60T 17/04,B62J 17/02,B62K 19/38,B62K 5/05,B62K 5/08,B62L 3/02,B62L 3/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201304669,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/03483,25 Sep 2014,,-,"JP 2012-262546 30 Nov 2012 JP
","H02K 11/00,H02K 7/18",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503052,IDP000049254,,(PA) Diberi Paten,2016/02989,18 Apr 2016,21 May 2015,24 Oct 2013,"2012-235605 25 Oct 2012 JP
","B62K 5/08,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201407420,IDP000052579,,(PA) Diberi Paten,2016/01812,18 Mar 2016,27 Nov 2014,27 Nov 2014,"JP 2014-145287 15 Jul 2014 JP
","B62J 17/02,B62J 17/06,B62J 6/02,B62J 6/06",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201501331,IDP000064415,,(PA) Diberi Paten,2017/01624,03 Mar 2017,05 Mar 2015,05 Mar 2015,"14 158 363.3 07 Mar 2014 EP
","B62J 7/04,B62J 9/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201608023,IDP000072480,,(PA) Diberi Paten,2018/04918,11 May 2018,24 Nov 2016,24 Nov 2016,"2015-232339 27 Nov 2015 JP
","F02N 11/08,F02N 3/04",YAMAHA HATSUDOKI KABUSHIKl KAISHA
P00201604348,IDP000068321,,(PA) Diberi Paten,2017/06344,16 Jun 2017,29 Jun 2016,29 Jun 2016,"2015-138344 10 Jul 2015 JP
","B62K 21/04,B62K 21/12,B62K 21/18,B62K 21/24",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201700778,IDP000067860,,(PA) Diberi Paten,2017/13283,08 Dec 2017,03 Feb 2017,03 Jul 2015,"2014-138365 04 Jul 2014 JP
","F01N 3/00,F01N 3/28,F02D 35/00,F01N 13/00,F01N 13/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201700781,IDP000064628,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2017/13229,08 Dec 2017,03 Feb 2017,03 Jul 2015,"2014-138379 04 Jul 2014 JP
","B62K 11/04,B62K 25/20,F01N 3/24,B62J 99/00,F01N 13/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201708331,IDP000063640,,(PA) Menunggu Respon Dihapuskan,2018/05910,08 Jun 2018,03 Feb 2016,03 Feb 2016,"2015-092858 30 Apr 2015 JP
","H02K 1/16,H02K 1/18",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201804843,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/09450,31 Aug 2018,,-,"2015-242385 11 Dec 2015 JP
",G08B 7/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201508840,IDP000068727,,(PA) Diberi Paten,2016/05004,02 Sep 2016,30 Dec 2015,11 Jun 2015,"2014-256408 18 Dec 2014 JP
","B62J 6/02,F21S 8/10,F21W 101/023,F21W 101/10,F21Y 101/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503186,IDP000058626,,(PA) Diberi Paten,2016/06413,25 Nov 2016,28 May 2015,28 May 2015,"14170603.6 30 May 2014 EP
","B62J 17/04,B62J 99/00,B62M 7/04",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201405868,IDP000052158,,(PA) Diberi Paten,2016/05831,21 Oct 2016,29 Sep 2014,29 Sep 2014,"2013-212055 09 Oct 2013 JP
",B62K 11/04,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300493,IDP000042820,,(PA) Diberi Paten,2014/01452,05 Jun 2014,03 Jul 2013,03 Jul 2013,"JP2012-150741 04 Jul 2012 JP
",B62L 3/08,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201603612,IDP000069974,,(PA) Diberi Paten,2017/06197,09 Jun 2017,30 May 2016,29 Oct 2014,"2013-227458 31 Oct 2013 JP
","B60T 7/12,B60T 8/96",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201602866,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/05480,26 May 2017,,-,"2013-207055 02 Oct 2013 JP
","B62H 7/00,G01M 17/06,B60W 40/09",YAMAHA HATSUDOKI KABUSHIKI KAISHA
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201300042,IDP000058396,,(PA) Diberi Paten,2013/02935,25 Jul 2013,23 Jan 2013,23 Jan 2013,"2012-012229 24 Jan 2012 JP
","F02B 11/00,F02B 15/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201602867,IDP000055554,,(PA) Diberi Paten,2017/05959,02 Jun 2017,28 Apr 2016,25 Sep 2014,"JP 2013-207056 25 Oct 2013 JP
","B60W 40/09,B62J 99/00,G09B 9/052,G09B 9/058",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201606359,IDP000056702,,(PA) Diberi Paten,2017/07486,14 Jul 2017,23 Sep 2016,13 Mar 2015,"2014-060815 24 Mar 2014 JP
","B62K 5/08,B62J 99/00,B62K 5/027,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200548,,-,(PA) Ditarik Kembali oleh Pemohon,2013/02597,25 Jul 2013,,-,"2011-153564 12 Jul 2011 JP
","B60K 17/06,F16H 3/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201405784,IDP000046375,,(PA) Diberi Paten,-,-,25 Sep 2014,25 Sep 2014,"2013-206827 01 Oct 2013 JP
","B23K 11/00,F16D 13/00,F16D 23/12,F16D 27/00,F16D 28/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201604740,IDP000073523,,(PA) Pembuatan Sertifikat,2017/07036,07 Jul 2017,20 Jul 2016,18 Dec 2014,"2013-263309 20 Dec 2013 JP
","F02D 17/00,F02D 29/02,F02N 11/08,F02N 15/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201502422,IDP000058031,,(PA) Diberi Paten,2017/01331,24 Feb 2017,23 Apr 2015,24 Sep 2013,"2012-209873 24 Sep 2012 JP
","B60G 17/005,B62D 7/00,B62K 21/00,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201600601,IDP000061362,,(PA) Diberi Paten,2017/04828,12 May 2017,29 Jan 2016,30 Jun 2014,"2013-138484 01 Jul 2013 JP
","B62K 5/027,B62K 5/05,B62K 5/08,B62K 5/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503693,IDP000065100,,(PA) Diberi Paten,2017/00750,10 Feb 2017,18 Jun 2015,19 Dec 2013,"2012-277219 19 Dec 2012 JP
",B62K 5/08,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201801491,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/09862,07 Sep 2018,,-,"2017-036623 28 Feb 2017 JP
","B60Q 1/00,B62J 6/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201800355,IDP000069416,,(PA) Diberi Paten,2018/07298,20 Jul 2018,16 Jan 2018,10 Aug 2016,"JP 2015-158325 10 Aug 2015 JP
","F16D 11/10,F16H 3/089,F16H 61/04,F16H 63/18,F16H 63/30",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201704737,IDP000069747,,(PA) Diberi Paten,2018/00591,19 Jan 2018,19 Jul 2017,18 Dec 2015,"2014-256983 19 Dec 2014 JP
","B62J 23/00,B62M 7/02,F01N 13/00,F01N 13/08,F01N 13/10,F01N 13/14,F01N 3/10,F01N 3/20,F01N 3/24,F01N 3/28",YAMAHA HATSUDOKI KABUSHIKI KAISHA
