Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201201068,IDP000048773,,(PA) Diberi Paten,2014/00113,23 Jan 2014,29 Nov 2012,29 Nov 2012,"2012-156441 12 Jul 2012 JP
","B60R 16/02,G01M 17/007",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201405210,IDP000044470,,(PA) Diberi Paten,2015/01291,02 Apr 2015,02 Sep 2014,22 Nov 2010,"JP 2009-295389 25 Dec 2009 JP
",G05D 1/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201100983,IDP000044097,,(PA) Diberi Paten,2012/02885,28 Jun 2012,23 Dec 2011,23 Dec 2011,"2010-287559 24 Dec 2010 JP
","F16D 13/56,F16D 13/72",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201304487,IDP000049350,,(PA) Diberi Paten,2014/05275,30 Dec 2014,30 Oct 2013,30 Oct 2013,"JP2013-136580 28 Jun 2013 JP
",F02F 11/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201100821,IDP000045832,,(PA) Diberi Paten,2012/02627,28 May 2012,08 Dec 2011,08 Dec 2011,"2010-273814 08 Dec 2010 JP
","B62J 23/00,B62J 6/02",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201100328,IDP000035972,,(PA) Diberi Paten,051.5420,22 Dec 2011,10 Jun 2011,10 Jun 2011,"2010-134328 11 Jun 2010 JP
",B62J 17/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201201072,IDP000046115,,(PA) Diberi Paten,2013/04376,28 Nov 2013,29 Nov 2012,29 Nov 2012,"2011-262753 30 Nov 2011 JP
",F01N 13/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201404133,IDP000050829,,(PA) Diberi Paten,2016/01860,25 Mar 2016,07 Jul 2014,07 Jul 2014,"2013-142843 08 Jul 2013 JP
",H02P 6/14,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201506735,IDP000054421,,(PA) Diberi Paten,2017/00253,20 Jan 2017,19 Oct 2015,19 Oct 2015,"201410578531.9 24 Oct 2014 CN
","B60Q 1/00,B62J 17/00,B62J 17/02,B62J 25/00,B62J 35/00,B62J 37/00,B62J 6/02,B62K 11/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300185,IDP000060822,,(PA) Diberi Paten,2013/03730,31 Oct 2013,19 Mar 2013,19 Mar 2013,"JP 2012-062379 19 Mar 2012 JP
","B62J 99/00,B60Q 1/00,B62J 6/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201401597,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2015/04780,30 Oct 2015,,-,"JP 2007-341397 28 Dec 2007 JP
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300261,IDP000066782,,(PA) Diberi Paten,2013/04231,14 Nov 2013,08 Apr 2013,08 Apr 2013,"2012-090257 11 Apr 2012 JP
","F02M 35/10,F02M 69/04",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200767,IDP000041601,,(PA) Diberi Paten,2013/00958,28 Mar 2013,26 Sep 2012,26 Sep 2012,"2011-211387 27 Sep 2011 JP
",G06F 11/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201502421,IDP000050562,,(PA) Diberi Paten,2016/05205,23 Sep 2016,23 Apr 2015,24 Sep 2013,"2012-209873 24 Sep 2012 JP
","B60G 17/005,B62D 7/00,B62K 21/00,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201403809,IDP000063908,,(PA) Diberi Paten,2015/00249,05 Feb 2015,26 Jun 2014,26 Jun 2014,"2014-088206 22 Apr 2014 JP
","B62J 99/00,B62M 25/06",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200088,IDP000046476,,(PA) Diberi Paten,2013/01081,28 Mar 2013,15 Feb 2012,15 Feb 2012,"2011-032092 17 Feb 2011 JP
","B62J 99/00,B62K 11/02",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200343,IDP000056733,,(PA) Diberi Paten,2012/03303,26 Jul 2012,07 May 2012,07 May 2012,"2007-281088 30 Oct 2007 JP
","B60K 11/08,F01P 11/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200905,IDP000054640,,(PA) Diberi Paten,2013/04679,12 Dec 2013,25 Oct 2012,25 Oct 2012,"2012-103609 27 Apr 2012 JP
","B62H 1/04,B62J 25/00,B62K 11/02,F01M 11/12",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200969,IDP000048925,,(PA) Diberi Paten,2013/01793,30 May 2013,14 Nov 2012,14 Nov 2012,"2012-227995 15 Oct 2012 JP
","B62M 6/65,H02K 21/22,H02K 7/14",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200930,IDP000039936,,(PA) Diberi Paten,2014/00030,09 Jan 2014,30 Oct 2012,30 Oct 2012,"2012-059426 15 Mar 2012 JP
","B62J 1/12,B62J 37/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300043,IDP000040432,,(PA) Diberi Paten,2014/04167,23 Oct 2014,23 Jan 2013,23 Jan 2013,"2012-012230 24 Jan 2012 JP
",F01P 1/02,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200950,,-,(PA) Pemeriksa Substantif,2013/04476,28 Nov 2013,,-,"2012-120810 28 May 2012 JP
","B62J 15/00,B62J 23/00,B62J 6/00,B62J 6/02",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406817,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2015/00765,13 Mar 2015,,-,"2013-229981 06 Nov 2013 JP
","B62J 1/00,B62J 23/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300232,IDP000053269,,(PA) Diberi Paten,2014/00747,20 Mar 2014,27 Mar 2013,27 Mar 2013,"JP 2012-147618 29 Jun 2012 JP
",B62K 19/46,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201304401,IDP000046952,,(PA) Penghapusan,2014/02163,03 Jul 2014,08 Oct 2013,08 Oct 2013,"JP2012-226053 11 Oct 2012 JP
",F02D 41/06,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201304495,IDP000050836,,(PA) Diberi Paten,2014/05279,30 Dec 2014,31 Oct 2013,31 Oct 2013,"JP2013-136583 28 Jun 2013 JP
","F01L 1/053,F01L 1/26,F01L 13/00,F02B 75/16",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201506807,IDP000060890,,(PA) Diberi Paten,2017/04253,28 Apr 2017,21 Oct 2015,21 Oct 2015,"JP2014-214816 21 Oct 2014 JP
","B29C 33/76,B29D 23/00,F02M 35/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201200927,IDP000044404,,(PA) Diberi Paten,2013/03756,31 Oct 2013,30 Oct 2012,30 Oct 2012,"2012-103610 27 Apr 2012 JP
","F01N 1/08,F01N 3/28",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201502862,IDP000070519,,(PA) Diberi Paten,2016/05663,14 Oct 2016,13 May 2015,13 May 2015,"JP 2014-099918 13 May 2014 JP
","F02D 41/10,F02D 41/12,F02D 45/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503773,IDP000058547,,(PA) Diberi Paten,2016/04113,24 Jun 2016,19 Jun 2015,20 Dec 2013,"2012-278878 21 Dec 2012 JP
","B62K 19/38,B62K 5/027",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201407801,IDP000071375,,(PA) Diberi Paten,2016/05862,28 Oct 2016,11 Dec 2014,11 Dec 2014,"14191468.9 03 Dec 2014 EP
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201300176,IDP000043264,,(PA) Diberi Paten,2013/03825,31 Oct 2013,14 Mar 2013,14 Mar 2013,"JP 2012-059332 15 Mar 2012 JP
","B62J 6/16,B62K 11/14",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201701447,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/13547,15 Dec 2017,,-,"2014-163073 08 Aug 2014 JP
",F02M 25/08,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201600602,IDP000070649,,(PA) Diberi Paten,2017/04957,12 May 2017,29 Jan 2016,30 Jun 2014,"2013-138485 01 Jul 2013 JP
","B62J 15/00,B62K 5/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201700347,,-,(PA) Ditarik Kembali oleh Pemohon,2017/13033,30 Nov 2017,,-,"2016-007077 18 Jan 2016 JP
","B60L 11/18,B60L 3/00,G01R 31/36,H01M 10/48",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201704748,IDP000069782,,(PA) Diberi Paten,2018/00573,19 Jan 2018,19 Jul 2017,10 Dec 2015,"2014-258917 22 Dec 2014 JP
","F02D 11/10,F02D 35/02,F02D 37/02,F02D 41/02,F02D 41/14,F02D 41/24,F02D 41/30,F02D 43/00,F02D 45/00,F02P 5/152",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201704740,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/00594,19 Jan 2018,,-,"2015-077744 06 Apr 2015 JP
","B62M 7/02,F01N 11/00,F01N 3/20,F01N 3/24,F01N 3/28,F02D 41/14,F01N 13/00,F01N 13/08,F01N 13/10,F01N 13/14",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201808058,IDP000073454,,(PA) Pembuatan Sertifikat,2018/12384,23 Nov 2018,10 Oct 2018,15 Mar 2017,"2016-052136 16 Mar 2016 JP
","B62M 7/02,F01N 3/00,F01N 3/20,G01M 17/007,F01N 13/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201700059,IDP000065210,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2017/12941,30 Nov 2017,06 Jan 2017,06 Jan 2017,"2016-001210 06 Jan 2016 JP
",B62J 9/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201406626,IDP000063912,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2015/01808,08 May 2015,27 Oct 2014,27 Oct 2014,"2013-224316 29 Oct 2013 JP
","B62J 1/00,B62J 99/00,F02B 61/02",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201604350,IDP000067261,,(PA) Diberi Paten,2017/06625,16 Jun 2017,29 Jun 2016,29 Jun 2016,"2015-138426 10 Jul 2015 JP
","B62D 17/00,B62K 25/28,B62M 7/04",YAMAHA HATSUDOKI KABUSHIKI KAISHA
PID201800972,IDP000070607,,(PA) Diberi Paten,2018/09892,07 Sep 2018,10 Aug 2016,10 Aug 2016,"2015-158325 10 Aug 2015 JP
","F16D 11/10,F16H 3/083,F16H 3/091,F16H 63/18,F16H 63/30",YAMAHA HATSUDOKI KABUSHIKI KAISHA
PID201801033,IDP000071888,,(PA) Diberi Paten,2018/09895,07 Sep 2018,12 Feb 2018,12 Feb 2018,"2017-027856 17 Feb 2017 JP
","B62J 17/00,B62K 19/46",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201607233,IDP000072311,,(PA) Diberi Paten,2018/01527,16 Feb 2018,26 Oct 2016,26 Oct 2016,"201510727969.3 30 Oct 2015 CN
",B62J 6/04,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201503601,IDP000063978,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2016/02874,18 Apr 2016,18 Dec 2013,18 Dec 2013,"2013-138481 01 Jul 2013 JP
",B62K 5/02,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201806187,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/10886,05 Oct 2018,,-,"JP 2016-009148 20 Jan 2016 JP
","F02D 17/00,F02D 29/02,F02N 11/04",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201704738,IDP000072375,,(PA) Diberi Paten,2018/00592,19 Jan 2018,19 Jul 2017,18 Dec 2015,"2014-256984 19 Dec 2014 JP
","B62M 7/02,F01N 3/24,F01N 3/28,F01N 13/08,F01N 13/10,F01N 13/14",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201604356,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/02993,23 Mar 2018,,-,"2015-138975 10 Jul 2015 JP
",B62J 6/02,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201606538,IDP000062226,,(PA) Diberi Paten,2018/03889,13 Apr 2018,29 Sep 2016,29 Sep 2016,"2015-194215 30 Sep 2015 JP
","B60R 25/021,B62H 5/06,B62K 21/18,B62K 5/027,B62K 5/05,B62K 5/08,B62K 5/10",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201604355,IDP000070807,,(PA) Diberi Paten,2018/02992,23 Mar 2018,29 Jun 2016,29 Jun 2016,"2015-137594 09 Oct 2015 JP
",B62H 5/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201600623,IDP000058639,,(PA) Diberi Paten,2017/04868,12 May 2017,29 Jan 2016,30 Jun 2014,"2013-138483 01 Jul 2013 JP
","B60T 17/04,B62K 19/38,B62K 21/18,B62K 5/027,B62K 5/05,B62K 5/08,B62K 5/10,B62L 3/02,B62L 3/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201508833,IDP000062540,,(PA) Diberi Paten,2016/05072,09 Sep 2016,30 Dec 2015,30 Jan 2015,"2014-017264 31 Jan 2014 JP
","B62H 1/02,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201803952,IDP000067274,,(PA) Diberi Paten,2018/09144,16 Aug 2018,30 May 2018,26 Oct 2016,"2015-229602 25 Nov 2015 JP
","H01M 10/48,H02H 7/18,H02J 7/00",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201700779,IDP000070395,,(PA) Diberi Paten,2017/13284,08 Dec 2017,03 Feb 2017,03 Jul 2015,"2014-138372 04 Jul 2014 JP
","F01N 3/00,F01N 3/28,F02D 35/00,F01N 13/00,F01N 13/08",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201407419,IDP000050026,,(PA) Diberi Paten,2016/03448,13 May 2016,27 Nov 2014,27 Nov 2014,"JP 2014-145286 15 Jul 2014 JP
",B62J 1/00,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201702785,,-,(PA) Pemeriksa Substantif,2017/14042,29 Dec 2017,,-,"- - -
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201701280,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/13459,15 Dec 2017,,-,"2015-203543 15 Oct 2015 JP
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201600203,IDP000057595,,(PA) Diberi Paten,2016/06779,16 Dec 2016,14 Jan 2016,14 Jan 2016,"JP 2015-004671 14 Jan 2015 JP
",F02N 11/08,YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201508843,IDP000051313,,(PA) Diberi Paten,2017/01119,17 Feb 2017,30 Dec 2015,30 Jun 2014,"2013-138476 01 Jul 2013 JP
","B60G 13/06,B60G 21/04,B62J 23/00,B62K 5/08,B62J 99/00,B62K 5/02,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201703842,IDP000069872,,(PA) Diberi Paten,2018/00239,12 Jan 2018,15 Jun 2017,24 Nov 2015,"JP 2014-237372 25 Nov 2014 JP
","B60W 10/08,B60W 20/00,H02K 1/27,H02K 7/00,H02P 9/04,H02P 9/14,H02P 9/40",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201508835,IDP000050970,,(PA) Diberi Paten,2016/04972,26 Aug 2016,30 Dec 2015,30 Jan 2015,"2014-017273 31 Jan 2014 JP
","B62J 35/00,B62K 5/05",YAMAHA HATSUDOKI KABUSHIKI KAISHA
P00201703841,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/00237,12 Jan 2018,,-,"JP 2014-237372 25 Nov 2014 JP
",-,YAMAHA HATSUDOKI KABUSHIKI KAISHA
