Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201404779,IDP000058901,,(PA) Diberi Paten,2016/03067,22 Apr 2016,12 Aug 2014,12 Aug 2014,"2013-199220 26 Sep 2013 JP
","F02D 29/02,F02D 9/02","HONDA MOTOR CO., LTD."
P00201900684,IDP000069410,,(PA) Diberi Paten,2019/01883,15 Mar 2019,28 Jan 2019,19 Jul 2017,"2016-193355 30 Sep 2016 JP
","B60K 1/04,B60L 11/18,B60L 15/20,G01C 21/34,H02J 7/00","HONDA MOTOR CO., LTD."
P00201801404,IDP000061966,,(PA) Diberi Paten,2018/07997,03 Aug 2018,26 Feb 2018,13 Sep 2016,"2015-184421 17 Sep 2015 JP
","B29C 51/04,B29C 51/12,B29C 51/42","HONDA MOTOR CO., LTD."
P00201701077,IDP000062927,,(PA) Diberi Paten,2017/13375,08 Dec 2017,17 Feb 2017,17 Feb 2017,"2016-028501 18 Feb 2016 JP
","F01N 13/00,F01N 13/08","HONDA MOTOR CO., LTD."
P00201805963,,-,(PA) Persetujuan Direktur untuk Diberi,2018/10853,05 Oct 2018,,-,"2016-046746 10 Mar 2016 JP
","F02B 31/04,F02F 1/42,F02M 9/06","HONDA MOTOR CO., LTD."
P00201806411,IDP000070203,,(PA) Diberi Paten,2019/01694,08 Mar 2019,21 Aug 2018,21 Aug 2018,"2017-163807 28 Aug 2017 JP
",B60J 5/06,"HONDA MOTOR CO., LTD."
P00201801931,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/11238,19 Oct 2018,,-,"2017-072031 31 Mar 2017 JP
",B62J 9/00,"HONDA MOTOR CO., LTD."
P00201800646,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/07432,20 Jul 2018,,-,"- - -
",B60R 11/02,"HONDA MOTOR CO., LTD."
P00201900960,,-,(PA) Ditarik Kembali oleh Pemohon,2019/01533,01 Mar 2019,,-,"- - -
",F02D 29/04,"HONDA MOTOR CO., LTD."
P00201801008,IDP000069932,,(PA) Diberi Paten,2018/07800,27 Jul 2018,12 Feb 2018,15 Jul 2016,"201510440944.5 24 Jul 2015 CN
","B62J 37/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201702058,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2017/13776,29 Dec 2017,,-,"2014-176960 01 Sep 2014 JP
","B62J 6/18,F02M 35/024,F02M 35/16,B62J 99/00","HONDA MOTOR CO., LTD."
P00201802716,IDP000067939,,(PA) Dihapuskan,2018/11843,09 Nov 2018,12 Apr 2018,29 Sep 2016,"2015-195318 30 Sep 2015 JP
","B60T 11/06,B62J 25/00,B62K 19/38,B62L 3/04,B62L 3/08","HONDA MOTOR CO., LTD."
P00201900860,,-,(PA) Pemeriksa Substantif,2019/07232,04 Oct 2019,,-,"2018-060897 27 Mar 2018 JP
","B62K 25/00,F16H 57/02,G01P 1/02","HONDA MOTOR CO., LTD."
P00201800446,IDP000062097,,(PA) Diberi Paten,2018/10218,21 Sep 2018,18 Jan 2018,18 Jan 2018,"2017-009794 23 Jan 2017 JP
","B60R 21/16,B62J 27/00","HONDA MOTOR CO., LTD."
P00201801660,IDP000072068,,(PA) Diberi Paten,2018/10408,28 Sep 2018,06 Mar 2018,06 Mar 2018,"2017-047702 13 Mar 2017 JP
",B62J 1/14,"HONDA MOTOR CO.,	LTD."
P00201806844,IDP000071006,,(PA) Diberi Paten,2018/11761,02 Nov 2018,04 Sep 2018,08 Feb 2016,"- - -
","B62K 11/00,B62K 11/04,B62K 11/06","HONDA MOTOR CO., LTD."
P00201906090,,-,(PA) Pelayanan Teknis,2019/06283,23 Aug 2019,,-,"2016-256141 28 Dec 2016 JP
",-,"HONDA MOTOR CO., LTD."
P00201702845,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/14066,29 Dec 2017,,-,"2014-211053 15 Oct 2014 JP
",F16H 61/02,"HONDA MOTOR CO., LTD."
P00201900777,,-,(PA) Dianggap Ditarik Kembali (Direktur),2019/01634,01 Mar 2019,,-,"2016-184657 21 Sep 2016 JP
","B60S 1/58,B62D 37/02","HONDA MOTOR CO., LTD."
P00201900786,IDP000072125,,(PA) Diberi Paten,2019/01742,08 Mar 2019,29 Jan 2019,20 Jul 2017,"2016-157531 10 Aug 2016 JP
","B62M 7/02,F01N 3/20,F01N 3/24,F01N 3/28","HONDA MOTOR CO., LTD."
P00201900787,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/01368,22 Feb 2019,,-,"2016-191467 29 Sep 2016 JP
","B62M 7/02,B62M 7/12,B62J 99/00","HONDA MOTOR CO., LTD."
P00201900857,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/07230,04 Oct 2019,,-,"2018-067320 30 Mar 2018 JP
","F02F 1/42,F02M 61/14","HONDA MOTOR CO., LTD."
P00201900870,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05585,02 Aug 2019,,-,"2016-195275 30 Sep 2016 JP
","B60T 11/06,B62J 11/00,B62K 19/30,B62K 19/38,B62L 3/08","HONDA MOTOR CO., LTD."
P00201900887,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02188,29 Mar 2019,,-,"- - -
","F01M 1/10,F01M 11/03","HONDA MOTOR CO., LTD."
P00201900888,,-,(PA) Pelayanan Teknis,2019/07236,04 Oct 2019,,-,"2018-068853 30 Mar 2018 JP
",F02D 45/00,"HONDA MOTOR CO., LTD."
P00201809942,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04977,12 Jul 2019,,-,"201741046775 27 Dec 2017 IN
","B62M 7/02,F01N 13/08","HONDA MOTOR CO., LTD."
P00201806597,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2018/10892,05 Oct 2018,,-,"- - -
",-,"HONDA MOTOR CO., LTD."
P00201906430,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05793,09 Aug 2019,,-,"- - -
","F21S 8/00,F21W 101/00,F21Y 115/10","HONDA MOTOR CO., LTD."
P00201905918,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05284,26 Jul 2019,,-,"- - -
",B62J 23/00,"HONDA MOTOR CO., LTD."
P00201701141,IDP000067884,,(PA) Diberi Paten,2017/13417,15 Dec 2017,21 Feb 2017,30 Jul 2015,"2014-158212 01 Aug 2014 JP
","B23B 41/00,B23B 41/12,F16H 25/20","HONDA MOTOR CO., LTD."
P00201708797,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2018/06135,29 Jun 2018,,-,"2015-115880 08 Jun 2015 JP
",B62D 25/08,"HONDA MOTOR CO., LTD."
P00201900852,IDP000070791,,(PA) Diberi Paten,2019/01023,08 Feb 2019,30 Jan 2019,08 Aug 2016,"- - -
","B60R 16/02,B62K 19/30,H02G 3/04","HONDA MOTOR CO., LTD."
P00201900872,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/01841,15 Mar 2019,,-,"2016-195270 30 Sep 2016 JP
","B60T 11/06,B62J 15/00,B62J 23/00,B62K 19/30,B62K 19/38,B62L 3/04,B62L 3/08","HONDA MOTOR CO., LTD."
P00201801712,IDP000071531,,(PA) Diberi Paten,2018/08146,03 Aug 2018,08 Mar 2018,22 Sep 2015,"- - -
","B60Q 1/28,B62J 6/00","HONDA MOTOR CO., LTD."
P00201810625,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04942,12 Jul 2019,,-,"2017-255120 29 Dec 2017 JP
","F16D 13/52,F16D 43/08","HONDA MOTOR CO., LTD."
P00201800752,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/07642,27 Jul 2018,,-,"2015-141754 16 Jul 2015 JP
","B62D 3/12,B62D 5/04","HONDA MOTOR CO., LTD."
P00201905857,,-,(PA) Pelayanan Teknis,2020/00173,24 Jan 2020,,-,"2018-133076 13 Jul 2018 JP
",B60Q 1/18,"HONDA MOTOR CO., LTD."
P00201800260,IDP000061225,,(PA) Diberi Paten,2018/09805,07 Sep 2018,11 Jan 2018,01 Jul 2016,"2015-137041 08 Jul 2015 JP
","B21D 19/08,B21D 22/28,B21D 28/24","HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201905923,,-,(PA) Pelayanan Teknis,2020/00175,24 Jan 2020,,-,"2018-133074 13 Jul 2018 JP
","F16B 31/00,F16B 39/00","HONDA MOTOR CO., LTD."
P00201804053,IDP000068909,,(PA) Diberi Paten,2018/09249,24 Aug 2018,04 Jun 2018,04 Nov 2016,"2015-237805 04 Dec 2015 JP
","B60H 1/00,B60H 1/32,B60K 1/04,B60K 11/06,B60L 11/18","HONDA MOTOR CO., LTD."
P00201806413,IDP000070137,,(PA) Diberi Paten,2018/10908,05 Oct 2018,28 Feb 2017,28 Feb 2017,"2016-046374 09 Mar 2016 JP
","F01N 3/00,G01N 1/00,G01N 1/22","HONDA MOTOR CO., LTD."
P00201900858,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/07373,11 Oct 2019,,-,"2018-071032 02 Apr 2018 JP
","F01P 1/02,F02N 11/00,F02N 11/04","HONDA MOTOR CO., LTD."
P00201906039,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05399,26 Jul 2019,,-,"- - -
","B62J 1/28,B62J 23/00,B62J 6/04","HONDA MOTOR CO., LTD."
P00201800728,IDP000071256,,(PA) Diberi Paten,2018/10305,21 Sep 2018,30 Jan 2018,30 Jan 2018,"2017-026359 15 Feb 2017 JP
","B62J 9/00,F02M 35/024","HONDA MOTOR CO., LTD."
P00201808378,IDP000069023,,(PA) Diberi Paten,2018/11772,02 Nov 2018,19 Oct 2018,23 Mar 2017,"2016-060726 24 Mar 2016 JP
","B29C 43/20,B29C 45/14,B29C 69/02,B29C 70/46,B29C 70/54","HONDA MOTOR CO., LTD."
P00201805996,IDP000061248,,(PA) Penghapusan,2018/09748,07 Sep 2018,09 Aug 2018,06 Jan 2017,"2016-011709 25 Jan 2016 JP
","B01D 45/12,B01D 46/00,B01D 46/52,B01D 50/00,F02B 63/00,F02M 35/02,F02M 35/022,F02M 35/024,F02M 35/04,F02M 35/08","HONDA MOTOR CO., LTD."
P00201810298,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04883,12 Jul 2019,,-,"201741046788 27 Dec 2017 IN
","B62J 23/00,B62J 35/00","HONDA MOTOR CO., LTD."
P00201900967,,-,(PA) Persetujuan Direktur untuk Diberi,2019/06549,06 Sep 2019,,-,"2018-017529 02 Feb 2018 JP
",F16H 61/34,"HONDA MOTOR CO., LTD."
P00201900968,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2019/01093,15 Feb 2019,,-,"- - -
","F02D 29/00,F02D 29/02","HONDA MOTOR CO., LTD."
P00201801009,IDP000071268,,(PA) Diberi Paten,2018/07802,27 Jul 2018,12 Feb 2018,22 Jul 2016,"201510441358.2 24 Jul 2015 CN
","B62H 1/02,B62K 11/04,B62M 7/02","HONDA MOTOR CO., LTD."
P00201906344,,-,(PA) Pelayanan Teknis,2020/00276,31 Jan 2020,,-,"2018-140557 26 Jul 2018 JP
","B62J 37/00,F02M 37/00,F02M 37/04","HONDA MOTOR CO., LTD."
P00201810697,,-,(PA) Pemeriksa Substantif,2019/04943,12 Jul 2019,,-,"201741046852 27 Dec 2017 IN
","F21S 8/10,F21V 14/02,F21V 14/04","HONDA MOTOR CO., LTD."
P00201801048,IDP000065221,,(PA) Diberi Paten,2018/09904,07 Sep 2018,13 Feb 2018,13 Feb 2018,"2017-035085 27 Feb 2017 JP
",H05B 37/02,"HONDA MOTOR CO., LTD."
P00201806437,IDP000067582,,(PA) Diberi Paten,2018/10910,05 Oct 2018,23 Aug 2018,28 Dec 2016,"2016-017847 02 Feb 2016 JP
",B21D 19/04,"HONDA MOTOR CO., LTD."
P00201801580,IDP000067420,,(PA) Diberi Paten,2018/10402,28 Sep 2018,02 Mar 2018,02 Mar 2018,"2017-045311 09 Mar 2017 JP
",B62J 23/00,"HONDA MOTOR CO., LTD."
P00201900963,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2019/02189,29 Mar 2019,,-,"- - -
",G06Q 10/00,"HONDA MOTOR CO., LTD."
P00201900970,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/07237,04 Oct 2019,,-,"2018-059257 27 Mar 2018 JP
","B21D 22/02,B21D 31/00,B21D 37/10","HONDA MOTOR CO., LTD."
P00201702020,IDP000065372,,(PA) Diberi Paten,2017/13766,29 Dec 2017,30 Mar 2017,29 Sep 2015,"2014-199534 30 Sep 2014 JP
","F01L 1/12,F01L 1/18,F01L 13/08","HONDA MOTOR CO., LTD."
P00201800754,IDP000072508,,(PA) Diberi Paten,2018/07643,27 Jul 2018,31 Jan 2018,15 Jul 2016,"2015-142958 17 Jul 2015 JP
","B23F 21/02,B24D 3/00,B24D 3/06,B24D 7/18","HONDA MOTOR CO., LTD."
P00201801044,IDP000061964,,(PA) Diberi Paten,2018/10391,28 Sep 2018,13 Feb 2018,13 Feb 2018,"2017-042356 07 Mar 2017 JP
","B01D 27/08,B01D 35/30,F01M 11/03","HONDA MOTOR CO., LTD."
P00201804561,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/09379,24 Aug 2018,,-,"- - -
",B62J 23/00,"HONDA MOTOR CO., LTD."
P00201800760,,-,(PA) Pemeriksa Substantif,2018/07644,27 Jul 2018,,-,"201510441684.3 24 Jul 2015 CN
","F02M 61/14,F02M 35/16,B62K 11/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201601893,IDP000068316,,(PA) Diberi Paten,2017/05557,26 May 2017,22 Mar 2016,01 Aug 2014,"2013-182379 03 Sep 2013 JP
","B62D 25/04,B62D 25/20","HONDA MOTOR CO., LTD."
P00201300580,IDP000047679,,(PA) Diberi Paten,2014/01584,05 Jun 2014,31 Jul 2013,31 Jul 2013,"2012-176966 09 Aug 2012 JP
","B62K 23/04,F16C 1/14","HONDA MOTOR CO., LTD."
P00201900565,,-,(PA) Pemeriksa Substantif,-,12 May 2017,,-,"2013-256273 11 Dec 2013 JP
","A01M 7/00,B05B 9/08","HONDA MOTOR CO., LTD."
P00201705136,IDP000060518,,(PA) Diberi Paten,2018/00740,26 Jan 2018,04 Aug 2017,10 Feb 2015,"- - -
",B62D 25/20,"HONDA MOTOR CO., LTD."
P00201800839,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2018/07581,27 Jul 2018,,-,"201510441699.X 24 Jul 2015 CN
",B62J 35/00,"HONDA MOTOR CO., LTD."
P00201708764,IDP000063405,,(PA) Diberi Paten,2018/09729,07 Sep 2018,06 Dec 2017,06 Dec 2017,"2016-249983 22 Dec 2016 JP
","F16H 1/28,F16H 57/04","HONDA MOTOR CO., LTD."
P00201801850,IDP000066774,,(PA) Diberi Paten,2018/08177,03 Aug 2018,14 Mar 2018,08 Sep 2015,"- - -
","B62K 19/24,B62K 19/28","HONDA MOTOR CO., LTD."
P00201800649,IDP000071310,,(PA) Diberi Paten,2018/07435,20 Jul 2018,26 Jan 2018,26 Jun 2015,"- - -
",B62D 25/08,"HONDA MOTOR CO., LTD."
P00201900962,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05588,02 Aug 2019,,-,"2016-183323 20 Sep 2016 JP
","B23B 51/00,B23P 15/32","HONDA MOTOR CO., LTD."
P00201906238,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05445,26 Jul 2019,,-,"- - -
","B60K 15/077,B62J 35/00,B62J 37/00,F02M 37/00,F02M 37/10",HONDA MOTOR COMPANY LIMITED
P00201703672,,-,(PA) Dianggap Ditarik Kembali (Direktur),2018/00878,26 Jan 2018,,-,"2014-228997 11 Nov 2014 JP
",F16F 15/26,"HONDA MOTOR CO., LTD."
P00201600089,IDP000060897,,(PA) Diberi Paten,2016/05170,09 Sep 2016,08 Jan 2016,27 Mar 2014,"2013-146585 12 Jul 2013 JP
","B30B 5/02,B44C 1/10,B44C 1/17,B44C 1/18,B44C 3/04,B44C 5/00","HONDA MOTOR CO., LTD."
P00201704533,IDP000070172,,(PA) Diberi Paten,2018/01717,23 Feb 2018,12 Jul 2017,12 Jul 2017,"201641025805 28 Jul 2016 IN
","B62M 7/02,F02N 3/04","HONDA MOTOR CO., LTD."
P00201705159,,-,(PA) Ditarik Kembali oleh Pemohon,2018/00700,26 Jan 2018,,-,"2015-013781 27 Jan 2015 JP
","F16H 41/24,F16H 41/30","HONDA MOTOR CO.,LTD."
P00201809754,IDP000066780,,(PA) Diberi Paten,2018/12726,07 Dec 2018,28 Nov 2018,24 Apr 2017,"2016-117109 13 Jun 2016 JP
","B62D 21/11,B62D 25/20","HONDA MOTOR CO., LTD."
P00201805783,IDP000070625,,(PA) Diberi Paten,2018/09710,07 Sep 2018,02 Aug 2018,10 Mar 2017,"2016-056349 19 Mar 2016 JP
","B62J 99/00,B62K 11/00","HONDA MOTOR CO., LTD."
P00201809939,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04916,12 Jul 2019,,-,"201741046822 27 Dec 2017 IN
",B60T 1/00,"HONDA MOTOR CO., LTD."
P00201803863,IDP000068305,,(PA) Diberi Paten,2018/12621,07 Dec 2018,28 May 2018,28 May 2018,"2017-107857 31 May 2017 JP
","B62K 11/04,B62K 19/18","HONDA MOTOR CO., LTD."
P00201505094,IDP000054810,,(PA) Diberi Paten,2017/00317,27 Jan 2017,20 Aug 2015,20 Aug 2015,"2014-184054 10 Sep 2014 JP
","B62K 19/38,B62L 3/04,B62L 3/08","HONDA MOTOR CO., LTD."
P00201407091,IDP000050280,,(PA) Masa Tenggang Dihapuskan,2016/02898,18 Apr 2016,17 Nov 2014,30 Apr 2013,"2012-127808 05 Jun 2012 JP
",B23K 11/11,"HONDA  MOTOR CO., LTD."
P00201701384,IDP000069546,,(PA) Diberi Paten,2017/13500,15 Dec 2017,02 Mar 2017,02 Mar 2017,"2016-064466 28 Mar 2016 JP
",F02F 1/42,"HONDA MOTOR CO., LTD."
P00201505771,IDP000056099,,(PA) Diberi Paten,2017/03363,07 Apr 2017,16 Sep 2015,16 Sep 2015,"2014-195034 25 Sep 2014 JP
","F02B 23/08,F02B 31/00,F02F 1/24,F02F 1/42","HONDA MOTOR CO., LTD."
P00201605892,IDP000067857,,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/06010,09 Jun 2017,01 Sep 2016,01 Sep 2016,"2015-178899 10 Sep 2015 JP
","B62J 1/12,B62J 23/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201507333,IDP000070455,,(PA) Diberi Paten,2016/04788,19 Aug 2016,12 Nov 2015,13 May 2013,"- - -
",B62J 17/06,"HONDA MOTOR CO., LTD."
P00201700021,IDP000064356,,(PA) Diberi Paten,2018/01719,23 Feb 2018,04 Jan 2017,04 Jan 2017,"2016-009628 21 Jan 2016 JP
","F01N 1/08,F01N 1/10","HONDA MOTOR CO., LTD"
P00201805231,IDP000066770,,(PA) Diberi Paten,2019/00890,01 Feb 2019,16 Jul 2018,16 Jul 2018,"2017-147953 31 Jul 2017 JP
",F02N 3/04,"HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201706361,IDP000066839,,(PA) Pembuatan Sertifikat,2018/01248,09 Feb 2018,20 Sep 2017,09 Mar 2016,"2015-060879 24 Mar 2015 JP
","B62M 7/02,F01N 3/20,F01N 3/24,F02B 61/02,F02B 67/00,F02D 35/00,F01N 13/00,F01N 13/08,F01N 13/18","HONDA MOTOR CO., LTD."
P00201807816,IDP000066121,,(PA) Diberi Paten,2018/11168,12 Oct 2018,02 Oct 2018,09 Feb 2017,"2016-065511 29 Mar 2016 JP
","B60T 11/06,B62K 19/30,B62L 3/08","HONDA MOTOR CO., LTD."
P00201801203,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/07868,27 Jul 2018,,-,"201510440943.0 24 Jul 2015 CN
",-,"HONDA MOTOR CO., LTD."
P00201809328,,-,(PA) Ditarik Kembali oleh Pemohon,2018/12430,23 Nov 2018,,-,"- - -
","B63H 25/02,B63H 25/04","HONDA MOTOR CO., LTD."
P00201800300,IDP000070277,,(PA) Diberi Paten,2018/09807,07 Sep 2018,12 Jan 2018,12 Jan 2018,"2017-009791 23 Jan 2017 JP
","A47C 31/11,B62J 1/12,B62J 1/20","HONDA MOTOR CO., LTD."
P00201800324,IDP000064584,,(PA) Diberi Paten,2018/07214,20 Jul 2018,15 Jan 2018,15 Jul 2016,"2015-163764 21 Aug 2015 JP
",B60K 17/06,"HONDA MOTOR CO., LTD."
P00201900853,IDP000071542,,(PA) Diberi Paten,2019/01837,15 Mar 2019,30 Jan 2019,04 Aug 2017,"2016-157187 10 Aug 2016 JP
","F01P 1/02,F01P 5/06,F02F 1/00,F02F 1/06","HONDA MOTOR CO., LTD."
P00201900855,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/07083,27 Sep 2019,,-,"2018-056997 23 Mar 2018 JP
","F01P 11/00,F01P 5/06,F02D 45/00","HONDA MOTOR CO., LTD."
P00201802500,IDP000070195,,(PA) Diberi Paten,2018/08602,10 Aug 2018,08 Sep 2015,08 Sep 2015,"- - -
",B62J 1/12,"HONDA MOTOR CO., LTD."
P00201706283,IDP000068902,,(PA) Diberi Paten,2018/04838,11 May 2018,19 Sep 2017,19 Sep 2017,"2016-194617 30 Sep 2016 JP
",B62K 11/10,"HONDA MOTOR CO., LTD."
P00201808493,IDP000066719,,(PA) Diberi Paten,2019/00239,11 Jan 2019,23 Oct 2018,30 Mar 2016,"- - -
",F16D 25/12,"HONDA MOTOR CO., LTD."
P00201706559,IDP000061243,,(PA) Diberi Paten,2018/04962,18 May 2018,27 Sep 2017,27 Sep 2017,"2016-190627 29 Sep 2016 JP
","B60R 25/10,B62H 5/00,E05B 49/00","HONDA MOTOR CO., LTD."
P00201808528,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/00197,11 Jan 2019,,-,"201641011063 30 Mar 2016 IN
","B62J 35/00,B62K 11/04,B62K 19/30","HONDA MOTOR CO., LTD."
P00201800445,IDP000067467,,(PA) Diberi Paten,2018/10216,21 Sep 2018,18 Jan 2018,18 Jan 2018,"2017-009795 23 Jan 2017 JP
","B60R 21/239,B62J 27/00","HONDA MOTOR CO., LTD."
P00201706603,IDP000065324,,(PA) Diberi Paten,2018/04971,18 May 2018,28 Sep 2017,28 Sep 2017,"2016-190626 29 Sep 2016 JP
","B60R 25/20,B60R 25/24,E05B 49/00","HONDA MOTOR CO., LTD."
P00201808807,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03682,24 May 2019,,-,"2017-219650 15 Nov 2017 JP
","B62J 23/00,B62K 11/10,B62M 7/02,F01N 3/10","HONDA MOTOR CO., LTD"
P00201810973,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04953,12 Jul 2019,,-,"2017-254247 28 Dec 2017 JP
",F16H 61/00,"HONDA MOTOR CO., LTD."
P00201808429,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/11733,02 Nov 2018,,-,"2016-068766 30 Mar 2016 JP
","B62J 9/00,B62K 19/30,B62K 19/38","HONDA MOTOR CO., LTD."
P00201800361,IDP000062383,,(PA) Diberi Paten,2018/09808,07 Sep 2018,16 Jan 2018,16 Jan 2018,"2017-009793 23 Jan 2017 JP
",B60R 21/16,"HONDA MOTOR CO., LTD."
P00201802949,IDP000069255,,(PA) Diberi Paten,2018/08719,10 Aug 2018,23 Apr 2018,26 Sep 2016,"2015-189859 28 Sep 2015 JP
",F01P 11/00,"HONDA MOTOR CO., LTD."
P00201706564,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/04965,18 May 2018,,-,"2016-190901 29 Sep 2016 JP
",G01F 9/00,"HONDA MOTOR CO., LTD."
