Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201706565,IDP000067647,,(PA) Diberi Paten,2018/04966,18 May 2018,27 Sep 2017,27 Sep 2017,"2016-193642 30 Sep 2016 JP
","B62J 15/00,B62J 17/00,B62J 6/02,B62J 99/00","HONDA MOTOR CO., LTD."
P00201807337,IDP000065575,,(PA) Diberi Paten,2018/11390,19 Oct 2018,19 Sep 2018,02 Feb 2017,"2016-069595 30 Mar 2016 JP
","B62J 15/00,B62J 6/20,B62K 19/38","HONDA MOTOR CO., LTD."
P00201801306,IDP000066775,,(PA) Diberi Paten,2018/10394,28 Sep 2018,22 Feb 2018,22 Feb 2018,"2017-039247 02 Mar 2017 JP
","B62J 15/00,B62J 6/00,F16B 17/00","HONDA MOTOR CO., LTD."
P00201801307,IDP000061965,,(PA) Diberi Paten,2018/10395,28 Sep 2018,22 Feb 2018,22 Feb 2018,"2017-040104 03 Mar 2017 JP
",G01B 11/12,"HONDA MOTOR CO., LTD."
P00201801309,IDP000070675,,(PA) Diberi Paten,2018/07976,03 Aug 2018,25 Aug 2016,25 Aug 2016,"201510541278.4 28 Aug 2015 CN
","B62J 6/16,H01H 9/16","HONDA MOTOR CO., LTD."
P00201903720,IDP000068256,,(PA) Diberi Paten,2019/03439,17 May 2019,02 May 2019,25 Aug 2017,"2016-204151 18 Oct 2016 JP
","B60J 10/20,B60J 10/36,B60J 10/50,B60J 10/86","HONDA MOTOR CO., LTD."
P00201903733,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/07293,04 Oct 2019,,-,"- - -
",-,"HONDA MOTOR CO., LTD."
P00201705901,IDP000058057,,(PA) Diberi Paten,2018/00986,02 Feb 2018,26 Nov 2015,26 Nov 2015,"2015-047936 11 Mar 2015 JP
","F02M 35/024,F02M 35/10,F02M 35/14,F02M 35/16","HONDA MOTOR CO., LTD."
P00201808485,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/11835,02 Nov 2018,,-,"2016-071527 31 Mar 2016 JP
","B60T 7/06,B62K 19/38,B62L 3/04","HONDA MOTOR CO., LTD."
P00201808527,IDP000066773,,(PA) Diberi Paten,2018/12139,16 Nov 2018,24 Oct 2018,03 Mar 2017,"2016-072780 31 Mar 2016 JP
",B60L 11/14,"HONDA MOTOR CO., LTD."
P00201808422,IDP000065301,,(PA) Diberi Paten,2018/11718,02 Nov 2018,22 Oct 2018,03 Feb 2017,"2016-068809 30 Mar 2016 JP
","B62J 6/00,B62K 19/40,B62K 21/02","HONDA MOTOR CO., LTD."
P00201800043,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/07015,20 Jul 2018,,-,"- - -
","B60N 3/00,B60R 13/02","HONDA MOTOR CO., LTD."
P00201810970,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04952,12 Jul 2019,,-,"2017-254248 28 Dec 2017 JP
",-,"HONDA MOTOR CO., LTD."
P00201801205,IDP000065092,,(PA) Diberi Paten,2018/07896,27 Jul 2018,19 Feb 2018,22 Jul 2016,"201510441360.X 24 Jul 2015 CN
","B62J 1/28,B62J 17/00,B62J 6/20,B62K 11/04","HONDA MOTOR CO., LTD."
P00201706412,IDP000064609,,(PA) Diberi Paten,2018/01212,09 Feb 2018,22 Sep 2017,09 Mar 2016,"2015-060880 24 Mar 2015 JP
","F01N 1/08,F01N 13/00,F01N 3/20,F01N 3/28,F02D 35/00","HONDA MOTOR CO., LTD."
P00201709023,IDP000064681,,(PA) Diberi Paten,2018/06456,06 Jul 2018,14 Dec 2017,14 Dec 2017,"2016-251468 26 Dec 2016 JP
",B62K 21/16,"HONDA MOTOR CO., LTD."
P00201906479,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06294,23 Aug 2019,,-,"- - -
","B23P 19/02,B23P 21/00","HONDA MOTOR CO., LTD."
P00201506621,IDP000065042,,(PA) Diberi Paten,2017/03691,13 Apr 2017,15 Oct 2015,26 Mar 2014,"2013-070175 28 Mar 2013 JP
","F21S 8/10,F21W 101/14,F21Y 101/02","HONDA MOTOR CO., LTD."
P00201608328,IDP000061221,,(PA) Diberi Paten,2018/01575,16 Feb 2018,06 Dec 2016,06 Dec 2016,"2015-247042 18 Dec 2015 JP
",B62J 17/00,"HONDA MOTOR CO., LTD."
P00201608329,IDP000060294,,(PA) Diberi Paten,2018/01595,16 Feb 2018,06 Dec 2016,06 Dec 2016,"2015-247041 18 Dec 2015 JP
","B60Q 1/04,B62J 6/02,F21S 8/10,F21W 101/10","HONDA MOTOR CO., LTD."
P00201604592,IDP000057611,,(PA) Diberi Paten,2017/06245,09 Jun 2017,14 Jul 2016,14 Jul 2016,"2015-141876 16 Jul 2015 JP
",F16G 5/16,"HONDA MOTOR CO., LTD."
P00201807260,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02456,05 Apr 2019,,-,"2017-184018 25 Sep 2017 JP
","F01N 3/00,F01N 3/10,F01P 1/06,F01P 7/00","HONDA MOTOR CO., LTD."
P00201508739,IDP000058326,,(PA) Diberi Paten,2017/04315,28 Apr 2017,23 Dec 2015,31 Mar 2014,"2013-117824 04 Jun 2013 JP
",F16G 5/16,"HONDA MOTOR CO., LTD."
P00201900341,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/00589,25 Jan 2019,,-,"- - -
","B62J 11/00,B62J 7/08,F16B 45/00","HONDA MOTOR CO., LTD."
P00201600564,IDP000058638,,(PA) Diberi Paten,2017/04833,12 May 2017,27 Jan 2016,06 Aug 2013,"- - -
",B62J 1/12,"HONDA MOTOR CO., LTD."
P00201407753,IDP000063826,,(PA) Diberi Paten,2015/04426,02 Oct 2015,10 Dec 2014,15 May 2013,"2012-152692 06 Jul 2012 JP
","F16G 5/16,F16H 9/12","HONDA MOTOR CO., LTD."
P00201704414,IDP000068959,,(PA) Diberi Paten,2018/00445,19 Jan 2018,07 Jul 2017,29 Jan 2015,"- - -
",B62J 23/00,"HONDA MOTOR CO., LTD."
P00201604503,IDP000058328,,(PA) Menunggu Respon Dihapuskan,2017/06513,16 Jun 2017,01 Jul 2016,03 Dec 2014,"2013-265280 24 Dec 2013 JP
",B62J 6/00,"HONDA MOTOR CO., LTD."
P00201607848,IDP000057544,,(PA) Diberi Paten,2017/08309,04 Aug 2017,18 Nov 2016,01 May 2015,"2014-104639 20 May 2014 JP
","G08G 1/00,G08G 1/01,G08G 1/13,B60W 40/09","HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201807815,IDP000070784,,(PA) Diberi Paten,2018/12695,07 Dec 2018,02 Oct 2018,14 Mar 2016,"- - -
","B60T 7/08,B62L 3/02,B62L 3/06","HONDA MOTOR CO., LTD."
P00201804724,IDP000070778,,(PA) Diberi Paten,2018/13248,31 Dec 2018,29 Jun 2018,29 Jun 2018,"2017-129801 30 Jun 2017 JP
","B60R 25/021,B62H 5/06,B62K 21/12","HONDA MOTOR CO., LTD."
P00201803368,IDP000066376,,(PA) Diberi Paten,2018/09029,16 Aug 2018,09 May 2018,13 Dec 2016,"2015-249615 22 Dec 2015 JP
","B60T 11/06,B62K 23/06,B62L 3/04,B62L 3/06","HONDA MOTOR CO., LTD."
P00201601074,IDP000057978,,(PA) Diberi Paten,2017/05770,02 Jun 2017,19 Feb 2016,19 Feb 2016,"2015-059968 23 Mar 2015 JP
","B62K 11/04,F02D 11/10,F02D 9/02,F02M 35/024,F02M 35/16","HONDA MOTOR CO., LTD."
P00201809144,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03804,31 May 2019,,-,"201741040763 15 Nov 2017 IN
",F01N 13/00,"HONDA MOTOR CO., LTD."
P00201900461,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/01736,08 Mar 2019,,-,"2016-157186 10 Aug 2016 JP
","F01M 13/00,F02B 67/00,F02M 35/024,F02M 35/10","HONDA MOTOR CO., LTD."
P00201809606,IDP000072464,,(PA) Diberi Paten,2018/12668,07 Dec 2018,23 Nov 2018,19 Jul 2016,"- - -
","F21S 8/10,F21V 29/503,F21V 29/70,F21V 29/83,F21V 31/03","HONDA MOTOR CO., LTD."
P00201806926,IDP000067020,,(PA) Diberi Paten,2018/10953,05 Oct 2018,06 Sep 2018,24 Jan 2017,"2016-055817 18 Mar 2016 JP
","B29C 45/27,B29C 45/32","HONDA MOTOR CO., LTD."
P00201705713,IDP000069601,,(PA) Diberi Paten,2018/00909,26 Jan 2018,29 Aug 2017,04 Mar 2016,"2015-054532 18 Mar 2015 JP
","F01L 1/04,F01L 13/08,F02N 11/08","HONDA MOTOR CO., LTD."
P00201503989,IDP000056882,,(PA) Diberi Paten,2017/02906,24 Mar 2017,29 Jun 2015,11 Dec 2013,"2012-270478 11 Dec 2012 JP
","A61G 3/02,B60P 3/00,B60R 3/00","HONDA MOTOR CO., LTD."
P00201802496,IDP000070983,,(PA) Diberi Paten,2018/08599,10 Aug 2018,04 Apr 2018,18 Aug 2016,"2015-189846 28 Sep 2015 JP
","B62J 17/00,B62J 23/00,B62J 3/00,B62J 6/02","HONDA MOTOR CO., LTD."
P00201701620,IDP000063397,,(PA) Diberi Paten,2017/13621,15 Dec 2017,14 Mar 2017,14 Mar 2017,"2016-051652 15 Mar 2016 JP
","B60K 11/04,B60R 19/52,B60T 8/36,B60T 8/40,B62K 19/38,B62L 1/00,B62L 3/02","HONDA MOTOR CO., LTD."
P00201900776,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/01328,22 Feb 2019,,-,"2016-154861 05 Aug 2016 JP
","B62J 23/00,B62J 35/00,B62M 7/02,F01N 3/00,F01N 3/20,F01N 3/24,B62J 99/00,F01N 13/00,F01N 13/08,F01N 13/18","HONDA MOTOR CO., LTD."
P00201802666,IDP000071669,,(PA) Diberi Paten,2018/08552,10 Aug 2018,11 Apr 2018,29 Sep 2016,"2015-195315 30 Sep 2015 JP
","B60T 11/06,B60T 7/06,B62L 3/04,B62L 3/08","HONDA MOTOR CO., LTD."
P00201900788,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/07367,11 Oct 2019,,-,"2018-070590 02 Apr 2018 JP
",B62K 21/18,"HONDA MOTOR CO., LTD."
P00201900794,,-,(PA) Pelayanan Teknis,2019/01884,15 Mar 2019,,-,"2016-15514 08 Aug 2016 JP
","B60L 11/18,H02J 7/00","HONDA MOTOR CO., LTD."
P00201700502,IDP000067956,,(PA) Diberi Paten,2017/13138,08 Dec 2017,24 Jan 2017,24 Jan 2017,"2016-013654 27 Jan 2016 JP
","B60B 27/00,B62J 15/00,B62K 21/02,B62L 1/00,F16D 65/12","HONDA MOTOR CO., LTD."
P00201703354,IDP000062296,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2018/00108,12 Jan 2018,26 May 2017,26 Dec 2014,"- - -
",B62H 1/02,"HONDA MOTOR CO., LTD."
P00201802235,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/11310,19 Oct 2018,,-,"2017-064063 29 Mar 2017 JP
","B63H 20/00,B63H 20/10,B63H 21/21","HONDA MOTOR CO., LTD."
P00201807814,IDP000072343,,(PA) Diberi Paten,2018/11166,12 Oct 2018,02 Oct 2018,29 Mar 2016,"- - -
","B62J 11/00,B62J 23/00,B62K 11/10",HONDA MOTOR COMPANY LIMITED
P00201802247,,-,(PA) Persetujuan Direktur untuk Dianggap Ditarik Kembali,2018/11315,19 Oct 2018,,-,"2017-064059 29 Mar 2017 JP
","B63H 20/00,B63H 21/21","HONDA MOTOR CO., LTD."
P00201405950,,-,(PA) Dianggap Ditarik Kembali (Direktur),2015/01657,30 Apr 2015,,-,"2013-222617 25 Oct 2013 JP
","F16H 59/74,F16H 61/02,F16H 61/662","HONDA MOTOR CO., LTD."
P00201608604,IDP000060985,,(PA) Diberi Paten,2018/01738,23 Feb 2018,14 Dec 2016,14 Dec 2016,"2015-244436 15 Dec 2015 JP
","B62J 9/02,B62K 11/00,B62K 11/02","HONDA MOTOR CO., LTD"
P00201708624,,-,(PA) Dianggap Ditarik Kembali (Direktur),2018/06036,08 Jun 2018,,-,"2015-127934 25 Jun 2015 JP
",B62D 25/08,"HONDA MOTOR CO., LTD."
P00201701405,IDP000062115,,(PA) Diberi Paten,2017/13532,15 Dec 2017,03 Mar 2017,03 Mar 2017,"2016-044868 08 Mar 2016 JP
","B62J 17/06,B62J 23/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201704180,IDP000071459,,(PA) Diberi Paten,2018/00397,19 Jan 2018,21 Jun 2017,19 Dec 2014,"- - -
","B29C 55/04,B29K 45/00,B29L 11/00,B29L 7/00,G02B 5/30","HONDA MOTOR CO., LTD."
P00201701480,IDP000071469,,(PA) Diberi Paten,2017/13574,15 Dec 2017,07 Mar 2017,07 Mar 2017,"2016-048365 11 Mar 2016 JP
",B62J 99/00,"HONDA MOTOR CO., LTD."
P00201900417,IDP000071681,,(PA) Diberi Paten,2019/06582,06 Sep 2019,17 Jan 2019,17 Jan 2019,"2018-022566 09 Feb 2018 JP
","B62J 99/00,B62M 7/02,F01P 11/04","HONDA MOTOR CO., LTD."
P00201802160,IDP000070073,,(PA) Diberi Paten,2018/08474,10 Aug 2018,23 Mar 2018,08 Sep 2015,"- - -
","B62K 11/10,B62K 19/20","HONDA MOTOR CO., LTD."
P00201806873,IDP000070505,,(PA) Diberi Paten,2018/11106,12 Oct 2018,08 Mar 2016,08 Mar 2016,"- - -
","B62J 9/00,B62J 99/00,B62K 19/30","HONDA MOTOR CO., LTD."
P00201601719,IDP000067239,,(PA) Diberi Paten,2017/05398,19 May 2017,15 Mar 2016,15 Mar 2016,"2015-059629 23 Mar 2015 JP
","F21S 8/10,F21S 8/12,F21W 101/027","HONDA MOTOR CO., LTD."
P00201807466,IDP000069316,,(PA) Diberi Paten,2018/12080,16 Nov 2018,24 Sep 2018,30 Mar 2016,"- - -
",F16H 57/031,"HONDA MOTOR CO., LTD."
P00201809937,IDP000071694,,(PA) Diberi Paten,2018/12820,14 Dec 2018,03 Dec 2018,03 Jun 2016,"- - -
","B62J 25/00,B62K 19/08","HONDA MOTOR CO., LTD."
P00201900790,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/07369,11 Oct 2019,,-,"2018-070592 02 Apr 2018 JP
","B62J 15/00,B62J 6/02","HONDA MOTOR CO., LTD."
P00201810701,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04944,12 Jul 2019,,-,"2017-252914 28 Dec 2017 JP
",F16D 48/02,"HONDA MOTOR CO., LTD."
P00201900564,IDP000071298,,(PA) Diberi Paten,2019/01740,08 Mar 2019,23 Jan 2019,30 Aug 2017,"2016-178809 13 Sep 2016 JP
",F21Y 115/10,"HONDA MOTOR CO., LTD."
P00201802246,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/11314,19 Oct 2018,,-,"2017-064060 29 Mar 2017 JP
","B63H 20/00,B63H 21/21","HONDA MOTOR CO., LTD."
P00201505161,IDP000054933,,(PA) Diberi Paten,2016/06223,18 Nov 2016,24 Aug 2015,24 Aug 2015,"2014-189906 18 Sep 2014 JP
","B62J 29/00,B62J 33/00,B62J 6/00","HONDA MOTOR CO., LTD."
P00201707213,IDP000067228,,(PA) Diberi Paten,2018/05264,18 May 2018,18 Oct 2017,29 Mar 2016,"2015-069208 30 Mar 2015 JP
","F21V 19/00,F21V 7/00,F21V 7/09,F21V 7/10","HONDA MOTOR CO., LTD."
P00201605864,IDP000064873,,(PA) Diberi Paten,2017/06028,09 Jun 2017,31 Aug 2016,09 Feb 2015,"2014-034985 26 Feb 2014 JP
","B62K 19/38,B62L 3/02","HONDA MOTOR CO., LTD."
P00201602504,IDP000061074,,(PA) Diberi Paten,2017/05769,02 Jun 2017,14 Apr 2016,14 Apr 2016,"2015-092332 28 Apr 2015 JP
","B29C 33/12,B29C 45/14,B29C 45/26,B62J 25/00","HONDA MOTOR CO., LTD."
P00201707291,IDP000060045,,(PA) Diberi Paten,2018/05313,18 May 2018,20 Oct 2017,19 Jun 2015,"- - -
","B60K 35/00,B62J 99/00,G01D 11/24,G01D 11/26,G01D 7/00","HONDA MOTOR CO., LTD."
P00201606187,IDP000066503,,(PA) Diberi Paten,2018/01076,02 Feb 2018,16 Sep 2016,16 Sep 2016,"2015-192205 29 Sep 2015 JP
","F16D 13/52,F16D 43/21,F16D 43/22","HONDA MOTOR CO., LTD."
P00201508157,IDP000066278,,(PA) Diberi Paten,2017/04462,28 Apr 2017,03 Dec 2015,03 Dec 2015,"2014-247371 05 Dec 2014 JP
","F02D 35/00,F02F 1/30","HONDA MOTOR CO., LTD."
P00201405766,IDP000048152,,(PA) Dihapuskan,2014/04657,27 Nov 2014,25 Sep 2014,21 Mar 2013,"2012-071724 27 Mar 2012 JP
","G01C 21/34,G08G 1/00,G08G 1/01,G08G 1/137","HONDA MOTOR CO., LTD."
P00201408142,IDP000059613,,(PA) Diberi Paten,2015/01094,27 Mar 2015,23 Dec 2014,23 Dec 2014,"2013-273551 27 Dec 2013 JP
",B62J 99/00,"HONDA MOTOR CO., LTD."
P00201503095,IDP000063913,,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2017/00452,27 Jan 2017,26 Nov 2013,26 Nov 2013,"2012-257927 26 Nov 2012 JP
","B60T 11/04,B60T 7/04,B60T 7/06,G05G 1/30,G05G 5/18","HONDA MOTOR CO., LTD."
P00201606098,IDP000069980,,(PA) Diberi Paten,2017/07688,21 Jul 2017,13 Sep 2016,13 Sep 2016,"2015-192784 30 Sep 2015 JP
","B62J 1/28,B62J 39/00","HONDA MOTOR CO., LTD"
P00201600285,IDP000073384,,(PA) Pembuatan Sertifikat,2017/05077,12 May 2017,18 Jan 2016,18 Jan 2016,"2015-032807 23 Feb 2015 JP
","B62K 23/04,F02D 11/02,F02D 11/10,G01B 7/30,G01D 5/14","HONDA MOTOR CO,. LTD."
P00201808668,IDP000071265,,(PA) Diberi Paten,2019/00198,11 Jan 2019,29 Oct 2018,14 Mar 2017,"201641011049 30 Mar 2016 IN
","B62J 23/00,B62J 35/00,B62J 9/00","HONDA MOTOR CO., LTD."
Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201200523,IDP000043414,,(PA) Diberi Paten,2013/02190,27 Jun 2013,03 Jul 2012,03 Jul 2012,"2011-148401 04 Jul 2011 JP
","E05B 65/00,E05B 65/19,E05B 65/44",SUZUKI MOTOR CORPORATION
P00201200996,IDP000047014,,(PA) Diberi Paten,2013/01897,30 May 2013,23 Nov 2012,23 Nov 2012,"2011-256198 24 Nov 2011 JP
",B62D 25/20,SUZUKI MOTOR CORPORATION
P00201300109,IDP000053713,,(PA) Diberi Paten,2013/03391,26 Sep 2013,18 Feb 2013,18 Feb 2013,"2012-033795 20 Feb 2012 JP
","B60K 1/04,B62D 25/20",SUZUKI MOTOR CORPORATION
P00201403730,IDP000048259,,(PA) Diberi Paten,2016/02352,01 Apr 2016,23 Jun 2014,23 Jun 2014,"2013-131481 24 Jun 2013 JP
",B62D 25/20,SUZUKI MOTOR CORPORATION
P00201400151,IDP000047667,,(PA) Diberi Paten,2014/05208,30 Dec 2014,10 Jan 2014,10 Jan 2014,"2013-002550 10 Jan 2013 JP
",F02F 1/24,SUZUKI MOTOR CORPORATION
P00201505683,IDP000054008,,(PA) Diberi Paten,2017/02599,17 Mar 2017,14 Sep 2015,14 Sep 2015,"2014-189040 17 Sep 2014 JP
",F01L 1/356,SUZUKI MOTOR CORPORATION
P00201507042,IDP000053263,,(PA) Menunggu Respon Dihapuskan,2017/04062,21 Apr 2017,30 Oct 2015,03 Feb 2015,"2014-020310 05 Feb 2014 JP
","B62D 25/08,B62D 25/16",SUZUKI MOTOR CORPORATION
P00201407141,IDP000060426,,(PA) Diberi Paten,2016/01126,11 Mar 2016,18 Nov 2014,18 Nov 2014,"2013-239650 20 Nov 2013 JP
",B60R 21/205,SUZUKI MOTOR CORPORATlON
P00201201052,IDP000042668,,(PA) Diberi Paten,2013/03525,24 Oct 2013,28 Nov 2012,28 Nov 2012,"260729/2011 29 Nov 2011 JP
",B62J 37/00,SUZUKI MOTOR CORPORATION
P00201403272,IDP000053693,,(PA) Diberi Paten,2015/00220,05 Feb 2015,05 Jun 2014,05 Jun 2014,"2013-130763 21 Jun 2013 JP
","B60R 19/18,B60R 19/24,B60R 19/34",SUZUKI MOTOR CORPORATION
P00201300265,IDP000042018,,(PA) Diberi Paten,2013/04618,12 Dec 2013,10 Apr 2013,10 Apr 2013,"2012-089475 10 Apr 2012 JP
",F16H 61/12,SUZUKI MOTOR CORPORATION
P00201200750,IDP000038710,,(PA) Diberi Paten,2013/00943,28 Mar 2013,19 Sep 2012,19 Sep 2012,"2011-204440 20 Sep 2011 JP
","B60Q 1/00,B60R 19/18",SUZUKI MOTOR CORPORATION
P00201201158,,-,(PA) Dianggap Ditarik Kembali (Pembayaran Substantif),2017/00378,27 Jan 2017,,-,"2011-276236 16 Dec 2011 JP
",-,SUZUKI MOTOR CORPORATION
P00201300266,IDP000050107,,(PA) Diberi Paten,2013/04029,14 Nov 2013,10 Apr 2013,10 Apr 2013,"2012-091315 12 Apr 2012 JP
",F02D 9/02,SUZUKI MOTOR CORPORATION
P00201200549,IDP000051755,,(PA) Diberi Paten,2013/00223,31 Jan 2013,10 Jul 2012,10 Jul 2012,"2011-152550 11 Jul 2011 JP
","A47C 7/54,B60N 2/46",SUZUKI MOTOR CORPORATION
P00201200595,IDP000042821,,(PA) Diberi Paten,2014/03465,25 Sep 2014,25 Jul 2012,25 Jul 2012,"2011-165941 28 Jul 2011 JP
",B60K 15/07,SUZUKI MOTOR CORPORATION
P00201200876,IDP000049437,,(PA) Masa Tenggang Dihapuskan,2013/01206,25 Apr 2013,17 Oct 2012,17 Oct 2012,"2011-230425 20 Oct 2011 JP
",B60H 1/08,SUZUKI MOTOR CORPORATION
P00201404329,IDP000052062,,(PA) Diberi Paten,2015/05617,21 Dec 2015,16 Jul 2014,16 Jul 2014,"2013-148384 17 Jul 2013 JP
","B60K 37/00,B60R 7/06,B60R 7/08",SUZUKI MOTOR CORPORATION
P00201404346,IDP000052883,,(PA) Diberi Paten,2015/02053,29 May 2015,17 Jul 2014,17 Jul 2014,"2013-159126 31 Jul 2013 JP
",B60R 1/074,SUZUKI MOTOR CORPORATION
P00201402078,IDP000051655,,(PA) Diberi Paten,2015/01068,27 Mar 2015,10 Apr 2014,10 Apr 2014,"2013-083627 12 Apr 2013 JP
","B60N 2/015,B60N 2/20,B60N 2/46",SUZUKI MOTOR CORPORATION
P00201401184,IDP000055478,,(PA) Diberi Paten,2015/04705,23 Oct 2015,28 Feb 2014,28 Feb 2014,"2013-040635 01 Mar 2013 JP
","B60G 21/11,B60G 7/00,B62D 21/00",SUZUKI MOTOR CORPORATION
P00201200991,,-,(PA) Dimigrasikan,2013/01915,30 May 2013,,-,"255409/2011 22 Nov 2011 JP
",-,SUZUKI MOTOR CORPORATION
P00201201053,IDP000062286,,(PA) Diberi Paten,2016/05279,23 Sep 2016,28 Nov 2012,28 Nov 2012,"2011-260845 29 Nov 2011 JP
",B62D 21/00,SUZUKI MOTOR CORPORATION
P00201404386,IDP000062144,,(PA) Diberi Paten,2015/05619,21 Dec 2015,18 Jul 2014,18 Jul 2014,"2013-150296 19 Jul 2013 JP
","B62J 35/00,B62J 37/00,B62J 99/00,B62K 11/04,B62K 11/06",SUZUKI MOTOR CORPORATION
P00201100069,IDP000037306,,(PA) Diberi Paten,051.3579,28 Jul 2011,20 Jan 2011,20 Jan 2011,"2010-012597 22 Jan 2010 JP
","B60R 19/18,B60R 21/34",SUZUKI MOTOR CORPORATION
P00201201058,IDP000043261,,(PA) Diberi Paten,2014/00932,03 Apr 2014,28 Nov 2012,28 Nov 2012,"2011-260158 29 Nov 2011 JP
",B62D 25/08,SUZUKI MOTOR CORPORATION
P00201404982,IDP000049823,,(PA) Diberi Paten,2016/02692,08 Apr 2016,22 Aug 2014,22 Aug 2014,"2013-177391 28 Aug 2013 JP
",B60H 1/26,SUZUKI MOTOR CORPORATION
P00201100540,IDP000038094,,(PA) Diberi Paten,2012/01863,05 Apr 2012,15 Sep 2011,15 Sep 2011,"2010-222340 30 Sep 2010 JP
","B62J 37/00,B62J 9/00",SUZUKI MOTOR CORPORATION
P00201401309,IDP000049680,,(PA) Diberi Paten,2015/00059,29 Jan 2015,06 Mar 2014,06 Mar 2014,"2013-047041 08 Mar 2013 JP
","F02B 23/00,F02B 23/06,F02F 3/00",SUZUKI MOTOR CORPORATION
P00201200115,IDP000041719,,(PA) Diberi Paten,2012/03755,30 Aug 2012,21 Feb 2012,21 Feb 2012,"2011-038904 24 Feb 2011 JP
","B63H 20/14,B63H 21/30,F16D 3/40",SUZUKI MOTOR CORPORATION
P00201300755,IDP000051515,,(PA) Diberi Paten,2014/02800,28 Aug 2014,26 Sep 2013,26 Sep 2013,"2013-013861 29 Jan 2013 JP
",B60N 2/44,SUZUKI MOTOR CORPORATION
P00201404120,IDP000057512,,(PA) Diberi Paten,2016/03048,22 Apr 2016,04 Jul 2014,04 Jul 2014,"2013 -142816 08 Jul 2013 JP
","B60R 19/04,B60R 19/24,B60R 19/48,B60R 19/54",SUZUKI MOTOR CORPORATION
P00201200866,,-,(PA) Ditarik Kembali oleh Pemohon,2013/02041,27 Jun 2013,,-,"228139/2011 17 Oct 2011 JP
","F01L 1/18,F01L 13/00",SUZUKI MOTOR CORPORATION
P00201805541,,-,(PA) Pemeriksa Substantif,2019/01680,08 Mar 2019,,-,"2017-166056 30 Aug 2017 JP
",F01N 1/02,SUZUKI MOTOR CORPORATION
P00201906710,,-,(PA) Pelayanan Teknis,2020/00463,14 Feb 2020,,-,"JP 2018-149229 08 Aug 2018 JP
","B62K 11/00,B62M 7/00",SUZUKI MOTOR CORPORATION
P00201804071,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2018/12763,07 Dec 2018,,-,"2017-111246 06 Jun 2017 JP
",B62D 25/04,SUZUKI MOTOR CORPORATION
P00201905965,,-,(PA) Pelayanan Teknis,2020/00253,31 Jan 2020,,-,"JP 20118-136869 20 Jul 2018 JP
",F01L 1/34,SUZUKI MOTOR CORPORATION
P00201806504,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/01696,08 Mar 2019,,-,"2017-163454 28 Aug 2017 JP
",B62D 25/00,SUZUKI MOTOR CORPORATION
P00201704337,IDP000070739,,(PA) Diberi Paten,2018/00439,19 Jan 2018,05 Jul 2017,05 Jul 2017,"JP 2016-133290 05 Jul 2016 JP
",F01L 1/34,SUZUKI MOTOR CORPORATION
P00201906712,,-,(PA) Pelayanan Teknis,2020/00565,21 Feb 2020,,-,"JP 2018-152274 13 Aug 2018 JP
",B62K 11/02,SUZUKI MOTOR CORPORATION
P00201900546,,-,(PA) Pemeriksa Substantif,2019/05852,09 Aug 2019,,-,"2018-010447 25 Jan 2018 JP
",F16H 63/34,SUZUKI MOTOR CORPORATION
